,address,business_id,categories,city,hours,is_open,latitude,longitude,name,postal_code,review_count,stars,state
380,17022 Palm Pointe Dr,q40E5X_HdjeM_Kl1BE7Gtg,"Asian Fusion, Restaurants, Thai",Tampa,"{'Monday': '0:0-0:0', 'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-21:30', 'Saturday': '17:0-21:30'}",0,28.1184025,-82.3816714,Orchid Thai Foods,33647,62,4.5,FL
418,1200 S Carrollton Ave,KeigREOxJtmzmYRg__6FPg,"Thai, Restaurants, Pakistani, Indian",New Orleans,,0,29.9475543,-90.1297535,Curry Corner,70118,8,2.5,LA
428,801 N Union St,A_-Vv5oKZNqxsV69_7E2KQ,"Vietnamese, Asian Fusion, Bars, American (New), Restaurants, Breakfast & Brunch, Nightlife, Thai, Gluten-Free",Wilmington,,0,39.7524434,-75.5711769,8th & Union Kitchen,19805,177,3.5,DE
510,47 S Main St,h2nBTqJVHAyltyeq7sZZ-w,"Restaurants, American (New), Nightlife, Breakfast & Brunch, Bars, Vietnamese",Mullica Hill,"{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-21:0', 'Saturday': '6:0-21:0', 'Sunday': '6:0-21:0'}",1,39.7322517,-75.2240679,Blueplate,8062,232,4,NJ
537,10382 105 Street,aJpDjaMVhWZRLdwZtqQjEg,"Ice Cream & Frozen Yogurt, Vietnamese, Desserts, Food, Coffee & Tea, Restaurants",Edmonton,"{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0'}",0,53.5460723,-113.5012494,T.H.I.S. Place,T5J 1E6,24,4.5,AB
557,"1890 Almaville Rd, Ste 100",WMgB7_odx8hk3BFQAIZ5hQ,"Laotian, Restaurants, Thai, Vietnamese",Smyrna,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",1,35.9317024,-86.5338211,Thai Phooket Smyrna,37167,76,4,TN
567,20 mullanphy gardens,rD5cJ74ZX4UiBo1geRljPw,"Sandwiches, Restaurants, Bars, Vietnamese, Nightlife, Food, Beer, Wine & Spirits",Florissant,"{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '10:0-22:0'}",1,38.8143567,-90.34510395,Spot House Restaurant and Bar,63031,53,4.5,MO
689,9645-101A Avenue,TI2EOpvaPbDEg1gz3GGqXA,"Barbeque, Restaurants, Vietnamese, Korean",Edmonton,,1,53.5432079,-113.4842434,Crystal BBQ,T5H 0C8,5,2.5,AB
700,3424 S Dale Mabry Hwy,AODksDNj5mH953cyhUG1Qw,"Laotian, American (Traditional), Asian Fusion, Salad, Pan Asian, Sushi Bars, Food Trucks, Food, Noodles, Restaurants, Thai",Tampa,"{'Monday': '0:0-0:0', 'Tuesday': '16:30-22:0', 'Wednesday': '16:30-22:0', 'Thursday': '16:30-22:0', 'Friday': '16:30-22:0', 'Saturday': '16:30-22:0', 'Sunday': '16:30-22:0'}",1,27.9120596,-82.5057677,Thai 5 Fast Food,33629,336,4,FL
726,"Marketplace Shopping Ctr, 1502 W Chester Pike",U8jSYiECyAljqTL2U1ERGw,"Vietnamese, Noodles, Restaurants",West Chester,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0'}",0,39.96578176,-75.52757493,Bamboo House of Noodle Soups,19382,52,4,PA
741,9250 W 10th St,d-37SrSuOew0uqwuOM_w7w,"Thai, Restaurants",Indianapolis,"{'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '17:30-21:0'}",0,39.77881,-86.325932,Thai Fusion,46234,58,4,IN
884,1947 Wlumsden Rd,9dGzGbNKLMP0_wOqI5GffQ,"Restaurants, Thai",Brandon,"{'Monday': '16:0-20:0', 'Tuesday': '16:0-20:0', 'Wednesday': '16:0-20:0', 'Thursday': '16:0-20:0', 'Friday': '16:0-21:0', 'Saturday': '16:0-21:0', 'Sunday': '16:0-20:0'}",1,27.92131648,-82.31682214,Jasmine Thai,33511,195,4,FL
891,459 W Butler Ave,GoX9xsurR2_UNsJTzZVkjQ,"Restaurants, Vietnamese, Cafes",Chalfont,"{'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-20:0', 'Sunday': '9:0-16:0'}",0,40.2711832,-75.2236348,Eggroll Queen Cafe,18914,29,4,PA
931,1533 Old York Rd,pQ0WQwBPdpngQi_HdPYIag,"Thai, Restaurants",Abington,"{'Tuesday': '11:30-21:30', 'Wednesday': '11:30-21:30', 'Thursday': '11:30-21:30', 'Friday': '11:30-22:30', 'Saturday': '11:30-22:30', 'Sunday': '17:0-21:30'}",0,40.127007,-75.116683,Thai Thanee,19001,18,4,PA
962,5845 Charlotte Pike,6kAXOzE7fqaBZINQV_-_mg,"Vietnamese, Restaurants",Nashville,"{'Tuesday': '11:0-20:30', 'Wednesday': '11:0-20:30', 'Thursday': '11:0-20:30', 'Friday': '11:0-20:30', 'Saturday': '10:0-20:30', 'Sunday': '10:0-20:30'}",1,36.148333,-86.862353,Kien Giang,37209,326,3.5,TN
968,4728 Baltimore Ave,14ZGwnDyydXdSBsLXpSUrA,"Vietnamese, Restaurants, Food, Thai, Coffee & Tea, Laotian",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-21:0', 'Saturday': '16:0-21:0'}",1,39.9483087,-75.2178905,Vientiane Caf??,19143,304,4,PA
974,4005 Gateway Boulevard NW,eFOexSu3Ywon4h8NtTOpKA,"Restaurants, Thai",Edmonton,"{'Monday': '11:30-20:30', 'Tuesday': '11:30-20:30', 'Wednesday': '14:0-20:30', 'Thursday': '11:30-20:30', 'Friday': '11:30-20:30', 'Saturday': '11:30-20:30', 'Sunday': '11:30-20:30'}",0,53.4762041,-113.4911558,Thai Orchid Restaurant,T6J 5H2,41,4,AB
1024,"7127 Hollister Ave, Ste 25",ju4YP8SLdR_BmWr_-Xh83Q,"Food, Vietnamese, Restaurants, Bubble Tea",Goleta,"{'Monday': '0:0-0:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '10:0-20:0'}",1,34.428242,-119.876408,Phamous Cafe,93117,220,4,CA
1038,"3736 Annex Ave, Ste 101",5jXiZ23pb-xf457uNM2yZg,"Thai, Sushi Bars, Restaurants",Nashville,"{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:0'}",1,36.1413036,-86.8822837,LJ Thai Sushi,37209,8,5,TN
1077,"9655 E US Hwy 36, Ste C",MpkCQTOV6D3XGRPbtQPj5Q,"Vietnamese, Vegetarian, Noodles, Home Cleaning, Soup, Home Services, Thrift Stores, Shopping, Restaurants",Avon,"{'Monday': '11:0-20:30', 'Tuesday': '11:0-20:30', 'Wednesday': '11:0-20:30', 'Thursday': '11:0-20:30', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0'}",1,39.76310443,-86.35194885,Pho 36,46123,236,4.5,IN
1152,5 Paddock Hills Plz,lpfrjbjIWC0BNZThaSDMLw,"Thai, Restaurants",Florissant,"{'Monday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-21:0'}",1,38.8015155,-90.3111042,Simply Thai Restaurant,63033,85,4,MO
1158,5204 W Franklin Rd,nnZIsmpIQnuQY5S-MoGyvg,"Vietnamese, Sandwiches, Specialty Food, Food, Delis, Juice Bars & Smoothies, Ethnic Food, Restaurants",Boise,"{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-20:0', 'Sunday': '9:0-19:0'}",1,43.603511,-116.245104,Baguette Deli,83705,207,4,ID
1248,8730 49th St,Ay2WvLj--MWd1Wa9Naa5Mw,"Vietnamese, Restaurants",Pinellas Park,,0,27.8518555,-82.7005748,Pho Cuong,33782,5,2.5,FL
1283,1000 Washington Ave,o2ETM4XZXENkzuAaYT2GIg,"Nightlife, Cocktail Bars, Japanese, Restaurants, Thai, Asian Fusion, Bars",St Louis,"{'Monday': '0:0-0:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-21:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-21:0'}",1,38.63104756,-90.19416067,Sen Thai Asian Bistro,63101,181,4,MO
1343,11002 Seminole Blvd,k3EQAQGptzHzl6oEoas61w,"Restaurants, Thai, Sushi Bars",Largo,"{'Monday': '16:30-21:30', 'Tuesday': '16:30-21:30', 'Wednesday': '16:30-21:30', 'Thursday': '16:30-21:30', 'Friday': '16:30-22:0', 'Saturday': '16:30-22:0', 'Sunday': '16:30-21:30'}",1,27.8730288,-82.7875025,Ithai & Sushi Restaurant,33778,63,4,FL
1360,5664 Calle Real,sjNVeNqhDjEFHoOybnt2ug,"Thai, Restaurants",Goleta,"{'Monday': '17:0-21:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:30', 'Saturday': '17:0-21:30', 'Sunday': '17:0-21:30'}",1,34.44150492,-119.8230234,Meun Fan Thai Cafe,93117,157,3.5,CA
1363,1819 Cliff Dr,jW4a3W9-UkFxpglHvo_Kqg,"Restaurants, Soup, Salad, Thai",Santa Barbara,"{'Monday': '16:0-21:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-21:0', 'Saturday': '16:0-21:0', 'Sunday': '16:0-21:0'}",1,34.401169,-119.721505,Meun Fan Thai Cafe,93109,195,4,CA
1405,9641 Olive Blvd,hXtXBZAP30-9dgxpzpBekQ,"Thai, Restaurants",Saint Louis,"{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '16:0-8:0'}",0,38.6732978,-90.3887598,Land of Smile,63132,15,3.5,MO
1480,590 E Boise Ave,ZxnLTULBWGs8cC6xtY6yrQ,"Thai, Restaurants",Boise,,0,43.5791529,-116.175362,Siam Thai Restaurant,83706,27,3,ID
1499,3814 Magazine St,PzhPMkaNYiKDTHoTG0r8rw,"Vietnamese, Restaurants",New Orleans,"{'Monday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0', 'Sunday': '11:0-18:30'}",0,29.9211868,-90.0945189,Pho Cam Ly,70115,178,4.5,LA
1520,"4997 Longley Ln, Ste C",o7cD_sDA-Evj3Oh0zeH9nQ,"Restaurants, Vietnamese",Reno,"{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '10:0-19:30'}",1,39.47721018,-119.7649026,Asian Pho,89511,194,3.5,NV
1522,"3738 Lafayette Rd, Ste B",viVz0HzP-_CbU07HUCquZQ,"Vietnamese, Restaurants, Delis, Sandwiches",Indianapolis,"{'Tuesday': '9:30-21:0', 'Wednesday': '9:30-21:0', 'Thursday': '9:30-21:0', 'Friday': '9:30-21:30', 'Saturday': '9:30-21:30', 'Sunday': '10:0-20:0'}",0,39.8227369,-86.234235,K&T Deli,46222,48,4,IN
1596,5100 Freret St,Vnob_w_Aohf7ZDqxcJ9z2A,"Bars, Restaurants, Food, Nightlife, Vietnamese, Bubble Tea",New Orleans,"{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",1,29.93492287,-90.10955024,Mint Modern Vietnamese Bistro & Bar,70115,403,4,LA
1612,1140 Central Park Dr,A0zZI5AnaeK4-vKoc9ABmg,"Thai, Restaurants",O Fallon,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-21:0'}",1,38.5738228,-89.9310173,Aroy Thai,62269,157,3.5,IL
1613,1272 Disc Dr,IjJSHYMgXV3ZQSAr0tn19A,"Coffee & Tea, Restaurants, Food, Vietnamese, Cafes",Spanish Springs,"{'Monday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '8:30-19:0', 'Sunday': '8:30-19:0'}",1,39.57761885,-119.7223937,Sip of Saigon,89436,71,5,NV
1656,10130 107 Street NW,fdjzXyPw1Zt2avRokULJOw,"Vietnamese, Restaurants",Edmonton,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}",0,53.5416222,-113.5051216,Doan's Restaurant,T5J 1J4,47,3.5,AB
1732,316 Mccall St,gqMRM12j5mder76t3bPxJw,"Chicken Wings, Seafood, Restaurants, Thai",Nashville,"{'Monday': '11:0-18:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '17:0-21:0'}",1,36.0999091,-86.7389853,Siam Cafe,37211,141,4,TN
1733,15 Perron Street,YARjtcQLeoPR7hKz82xXcg,"Restaurants, Chicken Shop, Vietnamese",St. Albert,"{'Monday': '16:0-20:0', 'Tuesday': '16:0-20:0', 'Wednesday': '16:0-20:0', 'Thursday': '16:0-20:0', 'Friday': '16:0-20:0', 'Saturday': '16:0-20:0'}",0,53.63399398,-113.6255792,Ong Hanoi Fried Chicken,T8N 1E5,8,4.5,AB
1744,2730 W Waters Ave,Yh_KhyVD6ZBwsIQQ1wSUpw,"Vietnamese, Restaurants",Tampa,"{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-22:0', 'Saturday': '9:0-22:0', 'Sunday': '9:0-21:0'}",1,28.0250188,-82.4881568,Pho An Hoa Restaurant,33614,160,4,FL
1842,7304 101 Avenue NW,PjWv-WZKYtkKbqOG0y83ZQ,"Vietnamese, Restaurants",Edmonton,"{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-21:30', 'Saturday': '10:30-21:30', 'Sunday': '10:30-20:0'}",1,53.5414485,-113.4403158,Thien An Restaurant,T6A 0J2,25,4,AB
1848,1111 S 11th St,3kiB39JzdovdlOhQj-nMCw,"Restaurants, Vietnamese",Philadelphia,"{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-23:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-22:0'}",0,39.9366969,-75.1614094,Pho Hoa Noodle Soup,19147,116,3.5,PA
1909,7261 US Hwy 19 N,7EhTT4iEuA7JaaWA-eI3Qw,"Food, Bakeries, Asian Fusion, Vietnamese, Restaurants, Specialty Food, Delis, Sandwiches, Bubble Tea, Soup",Pinellas Park,"{'Monday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",0,27.838462,-82.682464,Seasons Cafe & Bakery,33781,292,4,FL
1919,4617 State Rd,d-VtgcAxArPxVYQUSyF6vw,"Couriers & Delivery Services, Food, Food Delivery Services, Restaurants, Local Services, Thai",Drexel Hill,"{'Monday': '12:0-21:0', 'Tuesday': '12:0-21:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-21:0', 'Friday': '12:0-21:0', 'Saturday': '12:0-21:0'}",1,39.9504263,-75.3122235,Green Herb Thai Cuisine,19026,39,4,PA
1925,231 Haverford Ave,v9D3inGP2LaibM0VMufaXg,"Thai, Restaurants",Narberth,"{'Tuesday': '11:30-20:30', 'Thursday': '11:30-20:30', 'Friday': '11:30-21:30', 'Saturday': '11:30-21:30', 'Sunday': '11:30-20:30'}",1,40.0057545,-75.2607604,Coco Thai Bistro,19072,142,4,PA
1936,925 Arch St,6LCZLGa09Qifn6rG7-DNrg,"Thai, Restaurants",Philadelphia,"{'Tuesday': '16:0-21:30', 'Wednesday': '16:0-21:30', 'Thursday': '16:0-21:30', 'Friday': '16:0-21:30', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:30'}",0,39.953793,-75.155832,Erawan Thai Cuisine,19107,180,3.5,PA
1966,9103 118th Avenue,wqj6JquckEOs1h7rs376kQ,"Restaurants, Vietnamese",Edmonton,"{'Monday': '0:0-0:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '12:0-18:0'}",1,53.570101,-113.481466,Pho King,T5B 0T9,58,4,AB
2000,82 E Lancaster Ave,5QKzE17vyeQbxtZs-yKV1g,"Vietnamese, Restaurants",Paoli,"{'Monday': '11:15-21:0', 'Tuesday': '11:15-21:0', 'Wednesday': '11:15-21:0', 'Thursday': '11:15-21:0', 'Friday': '11:15-22:0', 'Saturday': '12:0-22:0'}",0,40.041541,-75.4793663,Le Saigon,19301,71,3,PA
2080,42 E State St,g8ZqVCalVp-PsOqyS4dXGw,"Restaurants, Thai, Vegetarian, Asian Fusion",Media,"{'Monday': '16:30-21:30', 'Tuesday': '16:30-21:30', 'Wednesday': '16:30-21:30', 'Thursday': '16:30-21:30', 'Friday': '16:30-22:0', 'Saturday': '16:30-22:0', 'Sunday': '16:30-21:30'}",1,39.917523,-75.387799,Nooddi Thai Chef,19063,185,3.5,PA
2092,306 S 16th St,VJEzpfLs_Jnzgqh5A_FVTg,"Soup, Thai, Restaurants, Salad",Philadelphia,"{'Monday': '13:30-22:30', 'Tuesday': '13:30-22:30', 'Wednesday': '13:30-22:30', 'Thursday': '13:30-22:30', 'Friday': '13:30-22:30', 'Saturday': '15:0-22:30', 'Sunday': '12:0-21:0'}",1,39.94708395,-75.16820541,Jasmine Rice - Rittenhouse,19102,307,3.5,PA
2119,270 1st Avenue North,IW_uYAP59YwLVurBUfhs4A,"Restaurants, Sushi Bars, Thai",St. Petersburg,,0,27.771826,-82.636816,Ratchada Thai Restaurant and Sushi Bar,33701,22,2.5,FL
2171,8150 49th St N,wXvbqjS9g9461rnxSCqcag,"Vietnamese, Restaurants",Pinellas Park,,1,27.84598,-82.7005,Nam Viet Vietnamese Cuisine,33781,6,4,FL
2177,255 S 10th St,FHNIvNgh3fS7VZQq2Y3dsA,"Asian Fusion, Tapas/Small Plates, American (New), Restaurants, Vietnamese, Korean, Noodles, Ramen, Japanese",Philadelphia,"{'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-22:0', 'Saturday': '16:0-22:0', 'Sunday': '16:0-22:0'}",0,39.9467949,-75.1577025,Cheu Noodle Bar,19107,818,4,PA
2191,11012 107 Avenue NW,goUEqLwAAF_yZt8lBz7q6w,"Restaurants, Vietnamese",Edmonton,"{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",0,53.551539,-113.510857,Thanh Son Restaurant,T5H 0X7,8,4.5,AB
2193,4760 W 38th St,1T9F7iLDFAYWJvif1RKneg,"Restaurants, Food, Vietnamese",Indianapolis,"{'Monday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '11:0-21:0'}",1,39.8245077,-86.2395526,Saigon Restaurant,46254,421,4,IN
2211,"700 Nutt Rd, Ste 730",x4XdNhp0Xn8lOivzc77J-g,"Thai, Restaurants",Phoenixville,"{'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-21:0'}",1,40.13263469,-75.5332256,Thai Place Restaurant,19460,222,4.5,PA
2221,6566 - 28 Avenue NW,O9W0Qs32RL5kU2_9oqZCKQ,"Vietnamese, Restaurants",Edmonton,"{'Tuesday': '10:30-20:30', 'Wednesday': '10:30-20:30', 'Thursday': '10:30-20:30', 'Friday': '10:30-20:30', 'Saturday': '10:30-20:30', 'Sunday': '10:30-20:30'}",1,53.45964238,-113.433174,Pho Hoan Pasteur,T6K 4C8,32,3.5,AB
2258,78 Eagle River St,ybcHynFmGbFfvQaXk7aPng,"Restaurants, Thai",Eagle,"{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30'}",0,43.690005,-116.35316,Baan Thai,83616,9,3.5,ID
2267,2537 Kensington Ave,7BmboJEmyQ_DAgTCoCgpgg,"Vegan, Restaurants, Laotian, Asian Fusion, Thai, Cafes",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '12:30-20:0', 'Wednesday': '12:30-20:0', 'Thursday': '12:30-20:0', 'Friday': '12:30-21:0', 'Saturday': '12:30-21:0'}",1,39.98810008,-75.12821484,Vientiane Bistro,19125,67,4.5,PA
2282,"13220 S Belcher Rd, Ste 19",IcWtPNZIQCybqoDMpvQzjg,"Thai, Restaurants, Noodles, Pan Asian, Sushi Bars",Largo,"{'Monday': '0:0-0:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-22:0', 'Saturday': '16:0-22:0', 'Sunday': '16:0-22:0'}",1,27.89312964,-82.7466404,Thai 5 Fast Food,33773,5,4,FL
2318,"2549 Countryside Blvd, Ste 3",hnJ_Bt2-Io_Mdf9p1KlprQ,"Restaurants, Photography Stores & Services, Japanese, Sushi Bars, Shopping, Thai",Clearwater,"{'Monday': '16:0-21:30', 'Tuesday': '16:0-21:30', 'Wednesday': '16:0-21:30', 'Thursday': '16:0-21:30', 'Friday': '16:0-22:0', 'Saturday': '16:0-22:0', 'Sunday': '16:0-21:30'}",0,28.0126269,-82.7317198,Joto Thai-Sushi Clearwater,33761,37,3.5,FL
