,address,business_id,categories,city,hours,is_open,latitude,longitude,name,postal_code,review_count,stars,state
608,505 12th Ave S,s3FRhtaNU8dt-mKkLKUQaQ,"Sushi Bars, Ramen, Food, Beer, Wine & Spirits, Restaurants, Burgers, Japanese, Seafood",Nashville,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}",0,36.15189701,-86.78480668,RuSan's Sushi and Seafood,37212,206,3,TN
710,1201 W Lancaster Ave,SuQgcpL-aZeuyRjBdA0pHw,"Restaurants, Japanese",Rosemont,"{'Monday': '16:30-22:0', 'Tuesday': '16:30-22:0', 'Wednesday': '16:30-22:0', 'Thursday': '16:30-22:0', 'Friday': '16:30-22:30', 'Saturday': '16:30-22:30', 'Sunday': '16:30-21:30'}",0,40.02554099,-75.32623192,Samurai Japanese Restaurant,19010,69,3.5,PA
728,1109 Easton Rd,2Q1R2OhBbAQ581vK_r7NhA,"Sushi Bars, Japanese, Restaurants",Willow Grove,"{'Monday': '16:30-22:0', 'Tuesday': '16:30-22:0', 'Wednesday': '16:30-22:0', 'Thursday': '16:30-22:0', 'Friday': '16:30-23:0', 'Saturday': '16:30-23:0', 'Sunday': '12:0-22:0'}",1,40.1566693,-75.121837,Ooka Restaurant,19090,394,4,PA
787,"27001 US 19 N, Suite 1071",76x9L8ZBoF4skcNP8wx4nw,"Japanese, Restaurants",Clearwater,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-19:0'}",0,28.01632084,-82.73558021,Hirois Ocean Grill,33761,6,4,FL
841,14313 N Dale Mabry Hwy,OIES_WhdNux3PmvSuPM-8Q,"Restaurants, Japanese, Sushi Bars",Tampa,"{'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-22:30', 'Saturday': '17:0-22:30', 'Sunday': '17:0-21:30'}",1,28.0774196,-82.5059947,Toki Sushi,33618,106,4,FL
956,1473 Brace Rd,eL673KqwAGpJQ4z-MAaZ7Q,"Restaurants, Japanese, Ramen",Cherry Hill,"{'Monday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",1,39.88930268,-75.01629579,Kokoro Ramen,8034,62,4.5,NJ
963,9206 Anderson Rd,WO5nr-4sjVs506BdCLL0aA,"Restaurants, Japanese, Asian Fusion, Sushi Bars, Teppanyaki",Tampa,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '13:0-23:0', 'Sunday': '13:0-22:0'}",1,28.030876,-82.541377,Kuchi Sushi & Hibachi,33634,319,4,FL
995,5085 S McCarran Blvd,m1EGAIfFEN9nG2_bJqnAcQ,"Sushi Bars, Japanese, Restaurants",Reno,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-21:0'}",0,39.4770062,-119.7825078,Sushi Minato,89502,231,4,NV
997,660 Alderman Rd,4ib9kGHlwqWPalWjh-dZhQ,"Restaurants, Japanese",Palm Harbor,"{'Monday': '11:30-21:30', 'Tuesday': '11:30-21:30', 'Wednesday': '11:30-21:30', 'Thursday': '11:30-21:30', 'Friday': '11:30-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-21:30'}",1,28.09319,-82.771565,Yama-Taiyo Japanese Cuisine & Sushi Bar,34683,49,4,FL
998,4713 Kirkwood Hwy,5R6YO6K9PkthkTbXqV9slQ,"Japanese, Restaurants, Sushi Bars, Noodles",Wilmington,"{'Monday': '11:0-15:0', 'Tuesday': '11:0-15:0', 'Wednesday': '11:0-15:0', 'Thursday': '11:0-15:0', 'Friday': '11:0-15:0', 'Saturday': '11:30-15:0', 'Sunday': '11:30-15:0'}",1,39.72293109,-75.6620611,Sakura Japanese Restaurant,19808,86,4,DE
1046,"8500 Essington Ave, A West Terminal",ld1b8y_PHH6Mn_e7T0u04g,"Noodles, Japanese, Restaurants, Sushi Bars",Philadelphia,"{'Monday': '5:0-22:0', 'Tuesday': '5:0-22:0', 'Wednesday': '5:0-22:0', 'Thursday': '5:0-22:0', 'Friday': '5:0-22:0', 'Saturday': '5:0-22:0', 'Sunday': '5:0-22:0'}",1,39.8946117,-75.2292952,Gachi Sushi and Noodle,19153,95,4,PA
1059,1666 Lee Victory Pkwy,bWJMd2POMCk5FKi7ZS4Elw,"Restaurants, Japanese",Smyrna,,0,35.94142376,-86.52850192,Naked Fish,37167,19,3.5,TN
1070,3338 Kietzke Ln,mpzA35lk0GxnQFPLPIP0Vg,"Japanese, Restaurants",Reno,,0,39.4926328,-119.7891273,Aloha Japanese Steakhouse,89502,11,2,NV
1078,"550 Kimberton Rd, Ste 10",KcTLv46oThYuSujjb4EfEA,"Restaurants, Japanese, Asian Fusion",Phoenixville,,1,40.1305452,-75.5505053,Asian Cafe,19460,80,3.5,PA
1093,5085 S McCarran Blvd,KBsLYznLfnJEY3RIBUZe0Q,"Asian Fusion, Desserts, Sushi Bars, Food, Japanese, Restaurants",Reno,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '16:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '12:0-21:0'}",1,39.47856572,-119.786716,Kei Sushi,89502,357,4,NV
1109,255 S 10th St,tCLAeZsjXFG9RumJ4Hn0Kw,"Restaurants, Japanese",Philadelphia,"{'Monday': '11:30-20:0', 'Tuesday': '11:30-20:0', 'Wednesday': '11:30-20:0', 'Thursday': '11:30-20:0', 'Friday': '11:30-20:0', 'Saturday': '11:30-20:0'}",0,39.9467949,-75.1577025,Maru Global,19107,72,3.5,PA
1131,64 N Harrison Rd,5Ce3lZksYVkCbrihqylVHQ,"Sushi Bars, Japanese, Restaurants",Tucson,"{'Monday': '16:30-20:0', 'Tuesday': '16:30-20:0', 'Wednesday': '16:30-20:0', 'Thursday': '16:30-20:0', 'Friday': '16:30-20:0', 'Saturday': '16:30-20:0'}",1,32.222552,-110.788132,Sushi Nara,85748,159,4.5,AZ
1142,420 W Lincoln Hwy,roPouz4OlLf35LF6vV3Ebw,"Japanese, Restaurants",Exton,,0,40.0290767,-75.6186182,Aoki Japanese Restaurant,19341,5,3,PA
1185,1600 Old York Rd,NmzXH-HdWp-Sxdfnw3imUQ,"Steakhouses, Restaurants, Japanese, Sushi Bars",Abington,"{'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:0', 'Sunday': '12:0-21:30'}",1,40.129672,-75.1169336,Emoji Sushi & Teriyaki,19001,13,5,PA
1186,2355 S Bucknell St,#NAME?,"Japanese, Chicken Wings, Fast Food, Restaurants",Philadelphia,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:0'}",0,39.92270514,-75.18613581,The Fat ChickeN,19145,10,4.5,PA
1286,2209 Elliston Pl,1Pxg1AMf0rEn9QF__ZYoWw,"Japanese, Restaurants, Sushi Bars",Nashville,"{'Monday': '16:30-21:0', 'Tuesday': '16:30-21:0', 'Wednesday': '16:30-21:0', 'Thursday': '16:30-21:0', 'Friday': '16:30-21:30', 'Saturday': '16:30-21:30'}",1,36.15109027,-86.803776,Samurai Sushi,37203,367,4,TN
1305,102 Woodland Hwy,ajfBGoRGUzhD0fTXLENcrw,"Japanese, Restaurants, Sushi Bars",Belle Chasse,"{'Monday': '0:0-0:0', 'Tuesday': '16:30-21:30', 'Wednesday': '16:30-21:30', 'Thursday': '16:30-21:30', 'Friday': '16:30-22:0'}",1,29.8635757,-89.9964664,Asahi Sushi & Asian Grill,70037,56,4,LA
1412,,V3BE5TB1LOWbne3r-fWLsg,"Food Trucks, Restaurants, Food, Japanese, Korean",Tampa,"{'Monday': '11:0-14:0', 'Tuesday': '11:0-14:0', 'Wednesday': '11:0-14:0', 'Thursday': '11:0-14:0', 'Friday': '11:0-14:0', 'Saturday': '11:0-19:0'}",0,27.9565429,-82.4265217,Kind Grinds,33605,6,4.5,FL
1419,1326 Spruce St,dSPA4yql9vUwnYRxHiVtHA,"Sushi Bars, Japanese, Restaurants",Philadelphia,"{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:30', 'Saturday': '11:30-22:30', 'Sunday': '15:0-21:30'}",0,39.9466853,-75.1639951,Makiman Sushi,19107,209,3.5,PA
1439,4275 County Ln Rd,oYzq49fG7jokPLQ38bFMOw,"Japanese, Asian Fusion, Seafood, Restaurants, Sushi Bars",Chalfont,"{'Monday': '0:0-0:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:0'}",1,40.266182,-75.225904,Hachi,18914,258,4.5,PA
1468,228 Arch St,8LonS_bxNmCDk3FWiG9lzA,"Japanese, Restaurants, Ramen, Sushi Bars",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '15:0-21:30', 'Wednesday': '15:0-21:30', 'Thursday': '15:0-21:30', 'Friday': '15:0-22:30', 'Saturday': '15:0-22:30', 'Sunday': '15:0-21:30'}",1,39.951923,-75.144335,Tomo Sushi & Ramen,19106,193,4.5,PA
1470,"1990 Marlton Pike E, Ste 18",64i1xdiU1Wvo1Cuu0erFGA,"Japanese, Restaurants, Sushi Bars, Teppanyaki",Cherry Hill,"{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:30', 'Saturday': '11:30-22:30', 'Sunday': '12:30-21:30'}",1,39.8996708,-74.9532997,Megu Sushi & Hibachi,8003,121,3.5,NJ
1585,125 S 40th St,P8QLcGZZOPgl9w_3ARBKiQ,"Japanese, Asian Fusion, Restaurants",Philadelphia,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",0,39.954687,-75.202181,Hai Street Kitchen & Co,19104,100,3.5,PA
1599,13420 Boyette Rd,zSEFzAbxnO44w8ACQ_XkAA,"Asian Fusion, Sushi Bars, Restaurants, Gluten-Free, Japanese, Seafood, Steakhouses",Riverview,"{'Tuesday': '11:30-21:30', 'Wednesday': '11:30-21:30', 'Thursday': '11:30-21:30', 'Friday': '11:30-22:30', 'Saturday': '11:30-22:30', 'Sunday': '12:30-21:30'}",1,27.85214391,-82.26789407,Akira Hibachi & Sushi Bar,33569,74,4,FL
1659,14841 N Dale Mabry Hwy,e9J0IWHyYGU-AcCqTQ7lSA,"Restaurants, Sushi Bars, Japanese",Tampa,"{'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0'}",0,28.083075,-82.504375,Kaisen Sushi,33618,69,4,FL
1667,8800 New Falls Rd,zqezBUeLGh-U4kRJgB4sGA,"Japanese, Noodles, Restaurants, Sushi Bars",Levittown,"{'Monday': '12:0-21:0', 'Sunday': '12:0-21:0'}",0,40.1741415,-74.8304145,Soho Japanese Restaurant,19054,6,5,PA
1712,4044 Skippack Pike,aerbI0ICiEMIgeSUaLEpHw,"Japanese, Sushi Bars, Restaurants",Skippack,"{'Tuesday': '16:30-21:30', 'Wednesday': '16:30-21:30', 'Thursday': '16:30-21:30', 'Friday': '16:30-21:30', 'Saturday': '11:30-21:30', 'Sunday': '11:30-20:0'}",0,40.223632,-75.401727,Tokyo Japanese Restaurant,19474,59,4,PA
1725,3747 Church Rd,VKzz9e1IPOAhptsJX1d3_A,"Restaurants, Sushi Bars, Japanese",Mount Laurel,,0,39.930347,-74.9749935,Zushi Dozo,8054,13,4,NJ
1756,821 W Sproul Rd,V7TaLZ5EB94hqRIZ1_xjGQ,"Sushi Bars, Restaurants, Ramen, Steakhouses, Japanese, Noodles",Springfield,"{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:30', 'Saturday': '13:0-21:30', 'Sunday': '12:0-21:0'}",1,39.94392149,-75.34882799,Kawa Japanese Cuisine,19064,145,4.5,PA
1801,222 Main St,IDITmPV4olLuRHdnQ9m9BQ,"Education, Specialty Schools, Cooking Classes, Restaurants, Arts & Crafts, Cooking Schools, Shopping, Sushi Bars, Japanese",Beech Grove,"{'Friday': '18:0-20:30', 'Saturday': '11:0-20:30', 'Sunday': '11:0-20:30'}",1,39.72195814,-86.08468898,Katsumi's Teaching Kitchen,46107,21,5,IN
1821,"Pine Tree Plz, 1428 Marlton Pike E",8-AIbFaP6GP9BwHZdclBog,"Specialty Food, Restaurants, Ethnic Food, Japanese, Food, Sushi Bars",Cherry Hill,"{'Monday': '11:30-21:30', 'Tuesday': '11:30-21:30', 'Wednesday': '11:30-21:30', 'Thursday': '11:30-21:30', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0'}",0,39.9110535,-74.9915109,Oh Yoko!,8034,108,4,NJ
1869,5220 23rd Avenue NW,#NAME?,"Fast Food, Restaurants, Japanese, Sushi Bars",Edmonton,,1,53.4550264,-113.4229759,Tokyo Express,T6L 6Y7,9,2.5,AB
1895,3817 Northdale Blvd,8K73iRrUIXcwTB5SKetptQ,"Japanese, Restaurants, Seafood, Sushi Bars",Tampa,"{'Monday': '17:0-21:30', 'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-21:30', 'Saturday': '17:0-21:30'}",0,28.0943138,-82.5041143,Sushi-Haru,33624,63,3.5,FL
1943,542 Haddon Ave,H2PeFXGraLSJDmt7BGNOlg,"Seafood, Japanese, Poke, Food, Restaurants, Hawaiian",Collingswood,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-18:0'}",0,39.91760597,-75.07338143,Aloha Poke Bowl,8108,25,4,NJ
1954,2948 Dougherty Ferry Rd,8G4mt9y5mRg161XBs-hePw,"Food, Korean, Sushi Bars, Restaurants, Japanese",Valley Park,"{'Tuesday': '16:30-21:30', 'Wednesday': '16:30-21:30', 'Thursday': '16:30-21:30', 'Friday': '16:30-22:0', 'Saturday': '16:30-22:0', 'Sunday': '16:30-21:30'}",1,38.5684398,-90.4749003,Izakaya Ren,63122,121,4,MO
1968,"204 N Capitol Blvd, Ste 10",Y7Qy-Tpa7c_RHrlCpUrIGw,"Bars, Japanese, American (Traditional), Ramen, Nightlife, Restaurants",Boise,"{'Monday': '0:0-0:0', 'Tuesday': '16:0-0:0', 'Wednesday': '16:0-0:0', 'Thursday': '16:0-0:0', 'Friday': '16:0-0:0', 'Saturday': '16:0-0:0', 'Sunday': '16:0-0:0'}",0,43.61597787,-116.2012621,RamaPong,83702,47,4,ID
1969,1286 S Virginia St,3PlpoDgeAQAreL8FM2LelA,"Sushi Bars, Pubs, Gastropubs, Japanese, Restaurants, Czech, Nightlife, Bars",Reno,"{'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0'}",1,39.51189689,-119.8060087,Kauboi Izakaya,89502,312,4,NV
