,address,business_id,categories,city,hours,is_open,latitude,longitude,name,postal_code,review_count,stars,state
95,10126 - 107 Avenue NW,jcL_qaGJiappzpnn-ifSoA,"Chinese, Restaurants, Filipino",Edmonton,,0,53.5515508,-113.4951554,Fat Jakks,T5H 0V6,8,4,AB
97,5106 E Fowler Ave,dJfkfBbJz7wi0RgW-ph_Eg,"Restaurants, Sushi Bars, Japanese",Tampa,"{'Monday': '11:0-23:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '12:30-2:0', 'Sunday': '12:30-22:0'}",0,28.055212,-82.399374,Sake House,33617,140,3,FL
107,401 E City Ave,-7GDqSUaXrpC8Ql7nDBxWA,"Nightlife, Bars, Cocktail Bars, Japanese, Restaurants, Sushi Bars, Asian Fusion",Bala Cynwyd,"{'Monday': '11:30-22:0', 'Tuesday': '16:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-0:0', 'Saturday': '16:30-0:0', 'Sunday': '16:30-22:0'}",0,40.00798391,-75.21260649,B2 Bluefin,19004,92,4,PA
140,875 E Bloomingdale Ave,iBRXLFWD7PeSYDbKsd_JTw,"Food, Ethnic Food, Specialty Food, Restaurants, Thai",Brandon,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0'}",0,27.89157384,-82.2725105,Mai Thai Restaurant,33511,27,4.5,FL
157,202 Market Pl,wQjhFPMKwN_z85aPEn6V4Q,"Restaurants, Thai, Food, Specialty Food, Ethnic Food",Montgomeryville,,0,40.25018418,-75.24330139,Thai Tanic,18936,8,3,PA
160,13399 Olive Blvd,NpglDX_FUp3ybEzbBp4qhw,"Restaurants, Chinese",Chesterfield,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:30', 'Saturday': '12:0-21:30', 'Sunday': '16:30-21:0'}",0,38.6811546,-90.496384,Summer Palace Chinese Restaurant,63017,9,2.5,MO
163,5680 S 12th Ave,D7z_V6E8cxXghSRcHAmUPg,"Restaurants, Chinese",Tucson,"{'Tuesday': '11:0-19:30', 'Wednesday': '11:0-19:30', 'Thursday': '11:0-19:30', 'Friday': '11:0-19:30', 'Saturday': '11:0-19:30'}",1,32.149473,-110.9781864,La Bella China Restaurant,85706,92,4,AZ
171,922 Massachusetts Ave,rR30b1XWbxZFFgLyGbfNAw,"Gastropubs, Nightlife, Restaurants, Thai, Bars, Cocktail Bars",Indianapolis,"{'Monday': '0:0-0:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-21:0'}",1,39.7802203,-86.1418027,BODHI : Craft Bar + Thai Bistro,46202,132,4.5,IN
174,210 South Buchanan,uYBx50Yl_Jc-UYwFzudBsQ,"Restaurants, Chicken Shop, Ramen, Japanese",Edwardsville,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '16:0-20:0', 'Friday': '11:0-21:0', 'Saturday': '16:0-22:0'}",0,38.8105909,-89.9524841,Chew Doin Fried Chicken & Ramen,62025,10,3,IL
176,10127 100A Street NW,GpFRwCHN0RI8yFbcfXjfUg,"Vietnamese, Sandwiches, Restaurants",Edmonton,"{'Monday': '10:0-19:30', 'Tuesday': '10:0-19:30', 'Wednesday': '10:0-19:30', 'Thursday': '10:0-19:30', 'Friday': '10:0-19:30'}",1,53.5417173,-113.4919398,V Sandwiches,T5J,9,3.5,AB
187,334 W Bridge St,SoJwDKedR7SJh7-G69C38A,"Chinese, Restaurants",New Hope,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-21:30'}",0,40.36390781,-74.96602191,Hong Kong Sunny,18938,18,3,PA
223,5714 111 Street NW,jZoeTGRfhG9n_Jo6VMqwxw,"Restaurants, Sushi Bars, Japanese",Edmonton,"{'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:30', 'Saturday': '17:0-21:30', 'Sunday': '17:0-20:30'}",1,53.49457728,-113.5179465,Sushi Wasabi,T6H 3G1,57,4,AB
242,1221 4th St N,Yas-A9Jf07TJCIcgZny04w,"Restaurants, Chinese",Saint Petersburg,,0,27.7846206,-82.6383517,China City Restaurant,33701,14,2.5,FL
248,509 Linden Ave,18eWJFJbXyR9j_5xfcRLYA,"Restaurants, Thai",Carpinteria,"{'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-21:30', 'Saturday': '12:0-21:30', 'Sunday': '12:0-21:30'}",1,34.3965102,-119.5216815,Siam Elephant,93013,460,4.5,CA
255,"3401 W Bay To Bay Blvd, Ste D",71U7MxQEhwitJOm4CQpRwQ,"Japanese, Sushi Bars, Food, Restaurants, Asian Fusion, Poke, Acai Bowls",Tampa,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-16:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-20:0', 'Saturday': '16:0-22:0', 'Sunday': '11:0-22:0'}",1,27.920067,-82.4989209,KELP Sushi Joint,33629,325,4,FL
284,Church Rd & Hainespo,gyUBYwpUO_u0nqZdre4l1g,"Chinese, Restaurants",Marlton,"{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '14:0-21:30'}",1,39.91611306,-74.92151896,Shanghai Express,8053,74,4,NJ
292,326 N Chester Pike,7Ct4QuWaY63DkAOXqEiVGA,"Chinese, Restaurants",Glenolden,,1,39.9033171,-75.2844083,Hong Kong Chinese Restaurant,19036,18,3,PA
297,12901 97 Street NW,qS4CaO_u_vMrTl31XJto1A,"Buffets, Restaurants, Chinese",Edmonton,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '16:0-22:0', 'Sunday': '12:0-22:0'}",1,53.5878652,-113.4915257,Szechuan Paramount Restaurant,T5E 4C2,25,3,AB
298,545 Rockledge Ave,NVpbPRDvfwjb85CJwWE0nQ,"Chinese, Restaurants, Seafood, Noodles",Huntingdon Valley,"{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-21:0'}",1,40.09039773,-75.09267603,China Wok,19006,55,4,PA
310,720 Haddon Ave,hfN3l0gJ-XszD1XFGNvA6A,"Japanese, Restaurants",Collingswood,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-22:0'}",0,39.91576,-75.068382,Akira,8108,40,3,NJ
322,"6878 E Sunrise Dr, Ste 120",fVPPZWf5QghlCLYRYec1rg,"Restaurants, Chinese",Tucson,,0,32.3088305,-110.8454971,China Sunrise Restaurant,85750,12,3.5,AZ
327,14025 Manchester Rd,bdth7r1brx9yRU7sYwF9jQ,"Japanese, Asian Fusion, Wine Bars, Bars, Restaurants, Sushi Bars, Nightlife",Ballwin,"{'Monday': '0:0-0:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '17:0-21:0', 'Sunday': '17:0-21:0'}",1,38.596068,-90.493565,Nippon Tei,63011,254,4,MO
338,2176 Tyrone Blvd N,dUctvEfHQccW_uxtRup2QQ,"Steakhouses, Restaurants, Sushi Bars, Japanese",Saint Petersburg,"{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-23:0', 'Saturday': '17:0-23:0', 'Sunday': '17:0-22:0'}",1,27.7899621,-82.7262212,Tsunami Japanese Steakhouse,33710,212,3,FL
340,6066 E 82th St,kpFgC_cTU2yBPi-G_vFHTA,"Thai, Restaurants, Noodles, Soup",Indianapolis,"{'Monday': '16:0-21:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '16:0-21:0'}",0,39.9060335,-86.0639725,Thai King,46250,7,4.5,IN
342,2135 St Charles Ave,qWZimITbVwNSGJZsuM47-Q,"Nightlife, Bars, Vietnamese, Restaurants, French",New Orleans,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '12:0-20:0'}",0,29.93452072,-90.08061218,Pho Orchid Uptown,70130,81,3.5,LA
343,915 Race St,L_sXNadtVHjxMw7Yhvkj9Q,"Ramen, Restaurants, Japanese",Philadelphia,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}",0,39.955454,-75.1549,Naoki Ramen,19107,92,4,PA
363,4373 Main St,4TQMOy00KD_54xSFwKgMZw,"Restaurants, Thai, Food, Cafes, Cupcakes",Philadelphia,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",0,40.02584229,-75.22438937,Ndulge,19127,15,3.5,PA
378,1200 S Church St,qUHaTDZlzjPXSvXrLk66mw,"Ramen, Japanese, Restaurants",Mount Laurel Township,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",1,39.9199498,-74.9283212,Rai Rai Ramen,8054,196,4.5,NJ
379,610 S 5th St,DOl21AqtT74dUZ3kvXNNcA,"Restaurants, Malaysian, Burmese, Asian Fusion, Thai",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0'}",1,39.94152013,-75.15097027,Golden Triangle,19147,159,4.5,PA
380,17022 Palm Pointe Dr,q40E5X_HdjeM_Kl1BE7Gtg,"Asian Fusion, Restaurants, Thai",Tampa,"{'Monday': '0:0-0:0', 'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-21:30', 'Saturday': '17:0-21:30'}",0,28.1184025,-82.3816714,Orchid Thai Foods,33647,62,4.5,FL
418,1200 S Carrollton Ave,KeigREOxJtmzmYRg__6FPg,"Thai, Restaurants, Pakistani, Indian",New Orleans,,0,29.9475543,-90.1297535,Curry Corner,70118,8,2.5,LA
425,12521 Olive Blvd,_v_iFg_1a7nBBJVy8O02HQ,"Japanese, Steakhouses, Restaurants",Creve Coeur,"{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '11:0-21:30'}",0,38.6758808,-90.4633168,Shogun,63141,24,3,MO
428,801 N Union St,A_-Vv5oKZNqxsV69_7E2KQ,"Vietnamese, Asian Fusion, Bars, American (New), Restaurants, Breakfast & Brunch, Nightlife, Thai, Gluten-Free",Wilmington,,0,39.7524434,-75.5711769,8th & Union Kitchen,19805,177,3.5,DE
430,455 Opry Mills Dr,8SqvtaRu9likNDAfAU-HBQ,"Fast Food, Restaurants, Chinese",Nashville,"{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0', 'Sunday': '12:0-18:0'}",1,36.20272849,-86.69448853,Panda Express,37214,15,3,TN
437,7018 E Golf Links Rd,Vf1je11xO_8RtFeBUiV2tg,"Restaurants, Chinese",Tucson,"{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-21:30'}",0,32.1907202,-110.8436457,Golden China Restaurant,85730,13,3.5,AZ
445,1490 Haddonfield Berlin Rd,_1jlbXWMxN50PQlaRpev7A,"Filipino, Restaurants",Cherry Hill,"{'Monday': '0:0-0:0', 'Tuesday': '11:30-20:0', 'Wednesday': '11:30-20:0', 'Thursday': '11:30-20:0', 'Friday': '11:30-20:0', 'Saturday': '11:30-20:0', 'Sunday': '11:30-19:0'}",1,39.88018822,-75.00524803,Reytas Filipino Cuisine,8003,79,4.5,NJ
464,13419 Olive Blvd,94comc1YjKMNU-WSH-Fznw,"Japanese, Restaurants",Chesterfield,"{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-0:0', 'Thursday': '17:0-0:0', 'Friday': '17:0-0:0', 'Saturday': '17:0-0:0'}",0,38.68056923,-90.49778197,Yakuza,63017,32,3,MO
481,"International Plz, 2223 N Westshore Blvd",v8IbZ6wcvdyGqWpbDKDvfA,"Sushi Bars, Fast Food, Japanese, Restaurants",Tampa,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-18:0'}",0,27.964536,-82.520756,YO! Sushi,33607,121,4,FL
483,3379 Kentucky Ave,YUlWhx8rq_Pc5yVKrp2awQ,"Chinese, Restaurants",Indianapolis,,1,39.71394111,-86.23480126,China One,46221,23,4,IN
492,735 W Lancaster Ave,Z5LGSHEYjCUtKwjKotCNqA,"Chinese, Restaurants",Wayne,,1,40.0477909,-75.409318,Chinese Delight,19087,52,3,PA
495,"700 Nutt Rd, Ste 701",btycQr2eJqbNbArJdUxMmQ,"Restaurants, Chinese",Phoenixville,"{'Monday': '16:0-21:30', 'Tuesday': '16:0-21:30', 'Wednesday': '16:0-21:30', 'Thursday': '16:0-21:30', 'Friday': '16:0-21:30', 'Saturday': '16:0-21:30', 'Sunday': '12:0-21:0'}",0,40.133113,-75.5342207,New Golden Buffet,19460,30,2.5,PA
509,"10025 102A Avenue NW, 3rd Floor",kB_937pEPUD5iwVY12SCbg,"Fast Food, Chinese, Restaurants",Edmonton,"{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-18:0', 'Sunday': '12:0-17:0'}",0,53.54387379,-113.4928506,Shanghai 360,T5J,6,2.5,AB
510,47 S Main St,h2nBTqJVHAyltyeq7sZZ-w,"Restaurants, American (New), Nightlife, Breakfast & Brunch, Bars, Vietnamese",Mullica Hill,"{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-21:0', 'Saturday': '6:0-21:0', 'Sunday': '6:0-21:0'}",1,39.7322517,-75.2240679,Blueplate,8062,232,4,NJ
513,"10801 Starkey Rd, Ste 5",idRTl_xdqB12GWXIsisW-g,"Restaurants, Chinese",Seminole,"{'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-21:30'}",1,27.87184,-82.760131,New Hong Kong Chinese Restaurant,33777,18,2.5,FL
517,"260 1st Ave S, Ste 100",nFjk0xVI9fNiVN__5g-m8Q,"Ramen, Restaurants, Tapas/Small Plates, Nightlife, Japanese, Bars, Cocktail Bars",Saint Petersburg,"{'Monday': '0:0-0:0', 'Tuesday': '15:0-1:0', 'Thursday': '15:0-0:0', 'Friday': '15:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-0:0'}",1,27.7701014,-82.6364594,Ichicoro Ane,33701,264,4,FL
518,718 S Florissant Rd,QEF6usO04AtvrazPhLX_sw,"Chinese, Restaurants",Ferguson,,1,38.7353075,-90.301102,Chinese Express,63135,15,4,MO
533,10714 Countryway Blvd,a8eIw8vCk-kIe__G6NUfaA,"Chinese, Restaurants",Tampa,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '12:0-22:0'}",0,28.0571712,-82.6237785,China Wok,33626,17,3.5,FL
537,10382 105 Street,aJpDjaMVhWZRLdwZtqQjEg,"Ice Cream & Frozen Yogurt, Vietnamese, Desserts, Food, Coffee & Tea, Restaurants",Edmonton,"{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0'}",0,53.5460723,-113.5012494,T.H.I.S. Place,T5J 1E6,24,4.5,AB
547,8701 109 Street NW,Cr-uaPrfvG7tvqzLGAGErA,"Japanese, Restaurants, Sushi Bars, Asian Fusion",Edmonton,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}",1,53.52313332,-113.5113531,Kyoto Japanese Cuisine,T6G 2L5,58,3.5,AB
548,8165 Hwy 100,zxpJ4Frr8Zoru-YaNzOxzw,"Chinese, Restaurants",Nashville,"{'Tuesday': '10:45-21:30', 'Wednesday': '10:45-21:30', 'Thursday': '10:45-21:30', 'Friday': '10:45-22:0', 'Saturday': '10:45-22:0', 'Sunday': '10:45-21:30'}",1,36.0441354,-86.9579331,China Spring,37221,33,3.5,TN
554,35 W Lancaster Ave,zzHtFjfM7NvuVM1HTsCLGA,"Sushi Bars, Ramen, Restaurants, Japanese",Paoli,"{'Monday': '12:0-20:0', 'Tuesday': '12:0-20:0', 'Wednesday': '12:0-20:0', 'Thursday': '12:0-20:0', 'Friday': '12:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-20:0'}",0,40.0420645,-75.4858339,Nom Nom Japanese Kitchen,19301,35,4.5,PA
557,"1890 Almaville Rd, Ste 100",WMgB7_odx8hk3BFQAIZ5hQ,"Laotian, Restaurants, Thai, Vietnamese",Smyrna,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",1,35.9317024,-86.5338211,Thai Phooket Smyrna,37167,76,4,TN
558,2773 66th St N,HJe8eEH5qXRjQMAh1VfV_w,"Japanese, Steakhouses, Restaurants, Sushi Bars, Teppanyaki",St. Petersburg,"{'Monday': '17:0-21:30', 'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:30'}",1,27.7969526,-82.7278308,Kobe Japanese Steakhouse,33710,91,4.5,FL
560,"18101 Highwoods Preserve Pkwy, Ste 100",_uQEKHH0R5fxrYkLrUI9pQ,"Szechuan, Noodles, Restaurants, Chinese",Tampa,"{'Monday': '0:0-0:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '17:0-21:0', 'Sunday': '17:0-21:0'}",1,28.1316091,-82.3691327,Gu Wei Noodles & Grill,33647,40,4.5,FL
561,3210 E Valencia Rd,lhsQkb5nhf-Kd5OvgB9MNg,"Japanese, Restaurants, Sushi Bars",Tucson,"{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:45', 'Saturday': '12:0-20:0', 'Sunday': '16:0-20:0'}",1,32.1336786,-110.9234427,Sachiko Sushi,85706,191,3.5,AZ
566,4949 W Pine Blvd,ARgidflSXPHj7uhK-Y7hwA,"Japanese, Sushi Bars, Restaurants",St Louis,"{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-23:0', 'Saturday': '17:0-23:0', 'Sunday': '17:0-21:0'}",1,38.642407,-90.2632879,Kampai Sushi Bar,63108,328,4,MO
567,20 mullanphy gardens,rD5cJ74ZX4UiBo1geRljPw,"Sandwiches, Restaurants, Bars, Vietnamese, Nightlife, Food, Beer, Wine & Spirits",Florissant,"{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '10:0-22:0'}",1,38.8143567,-90.34510395,Spot House Restaurant and Bar,63031,53,4.5,MO
574,1601 E Passyunk Ave,Bw0cpnfI-Y9QmjWzqS-oFg,"Restaurants, Sushi Bars, Desserts, Food, Japanese",Philadelphia,"{'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-23:0', 'Saturday': '17:0-23:0', 'Sunday': '17:0-22:0'}",0,39.929738,-75.1633963,Izumi,19148,219,4,PA
580,"120 Street, Suite 12704",PJeoajci4MBVuyAOQet57g,"Chinese, Restaurants",Edmonton,"{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-21:0'}",1,53.5850722,-113.5290706,Dover Kam Kitchen,T5E,9,3,AB
585,1570 Rt 38,7UxNDF6ZpabC3O0-Qbg3Xw,"Restaurants, Sushi Bars, Japanese, Salad",Lumberton,,0,39.981839,-74.7987789,Yama Japanese Restaurant,8048,52,3,NJ
590,170 W County Ctr,Q21nd52A3wOMlu7b28ZISQ,"Chinese, Restaurants",Saint Louis,,1,38.60000161,-90.44686701,Mandalay Asian Cuisine,63131,16,3,MO
594,8600 Delmar Blvd,y5o2VSvj42KrXrotY3GTgA,"Restaurants, Chinese",Saint Louis,"{'Monday': '17:0-21:30', 'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-22:30', 'Saturday': '17:0-22:30', 'Sunday': '16:0-21:0'}",0,38.66029492,-90.35851479,Guo Bin Chinese Restaurant,63124,51,3.5,MO
595,439 Cool Springs Blvd,vG9aD-fvsIimgo-l7u8-AA,"Restaurants, Chinese, Asian Fusion, Gluten-Free",Franklin,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",1,35.94672225,-86.82576656,P.F. Chang's,37067,181,2.5,TN
