,address,business_id,categories,city,hours,is_open,latitude,longitude,name,postal_code,review_count,stars,state
18816,3640 S Findley Ave,pVqguAppAQifRW6UzLwykA,"Restaurants, Sushi Bars, Korean, Japanese",Boise,"{'Monday': '17:0-21:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0'}",1,43.569105,-116.188237,Shogun Sushi,83705,160,4,ID
23291,"204 N Capitol Blvd, Ste 10",MPzHj7-_3DbwQLOIJ6Tf1Q,"Nightlife, Japanese, Cocktail Bars, Bars, Restaurants, Ramen",Boise,"{'Tuesday': '16:0-0:0', 'Wednesday': '16:0-0:0', 'Thursday': '16:0-0:0', 'Friday': '16:0-0:0', 'Saturday': '16:0-0:0', 'Sunday': '16:0-0:0'}",1,43.61590307,-116.2011827,Devil?€?s Den,83702,22,4.5,ID
24188,6002 W Fairview Ave,WD4pr7n-gqcYlyluI3J-Vw,"Restaurants, Specialty Food, Ethnic Food, Japanese, Food, Steakhouses",Boise,"{'Monday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '16:0-22:0', 'Saturday': '16:0-22:0', 'Sunday': '16:0-21:0'}",1,43.6194,-116.2558204,Kyoto Japanese Steak House,83704,150,4,ID
31968,"9140 W Emerald St, Ste 300",MKfdvSIBmpb_u_I7O8wDeg,"Restaurants, Asian Fusion, Sushi Bars, Japanese",Boise,"{'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0'}",1,43.611894,-116.295581,Maru Sushi,83704,189,4,ID
32546,10506 W Fairview Ave,DN-_YyjHroilqRMrMLwewA,"Japanese, Restaurants, Sushi Bars",Boise,"{'Monday': '0:0-0:0', 'Wednesday': '11:0-20:30', 'Thursday': '11:0-20:30', 'Friday': '11:0-19:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-20:30'}",1,43.62008178,-116.3131306,Rotary Sushi,83704,133,3.5,ID
33162,"3724 S Eckert Rd, Ste 110",EGeRMPws0Gaq1EK3iingkg,"Japanese, Restaurants, Breweries, Food, Poke, Sushi Bars",Boise,"{'Monday': '0:0-0:0', 'Tuesday': '16:0-21:0', 'Wednesday': '16:0-21:0', 'Thursday': '16:0-21:0', 'Friday': '12:0-21:0', 'Saturday': '15:0-21:0', 'Sunday': '12:0-20:0'}",1,43.5681,-116.12125,Lost Shack,83716,37,4,ID
34560,"7610 W State St., Ste 130",g60rSTq2Aynx5wMRvUcxVg,"Food, Bubble Tea, Ramen, Izakaya, Restaurants, Japanese",Boise,"{'Monday': '16:30-20:30', 'Tuesday': '16:30-20:30', 'Wednesday': '16:30-20:30', 'Thursday': '16:30-20:30', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-20:0'}",1,43.67133043,-116.2829174,Nara Ramen & Izakaya - Boise,83714,14,4,ID
37579,650 S Vista Ave,3yZqLrzQiM8T00pZVZ43Rw,"Restaurants, Japanese, Korean, Asian Fusion",Boise,"{'Monday': '0:0-0:0', 'Tuesday': '16:30-21:0', 'Thursday': '16:30-21:0', 'Friday': '16:30-21:0', 'Saturday': '16:30-21:0', 'Sunday': '12:0-20:0'}",1,43.5981185,-116.2132583,Yanaki Japanese Restaurant & Asian Cuisine,83705,21,4.5,ID
42562,3912 W State St,IO72yL4INMeC1-G5uLQ7WA,"Restaurants, Japanese",Boise,"{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0'}",0,43.6417973,-116.2373989,Zen Bento,83703,20,4,ID
42832,855 W Broad St,9wMV9GAMN8QgB7mUE7Bl_Q,"Sushi Bars, Restaurants, Japanese, Nightlife",Boise,"{'Monday': '15:0-20:0', 'Tuesday': '15:0-20:0', 'Wednesday': '15:0-20:0', 'Thursday': '15:0-20:0', 'Friday': '15:0-22:0', 'Saturday': '15:0-22:0', 'Sunday': '15:0-20:0'}",0,43.6134193,-116.2067229,Happy Fish Sushi,83702,63,3,ID
43890,10698 W Ustick Rd,6JzWcXwFmohn8RBU09hPoA,"Japanese, Restaurants, Barbeque, Food, Food Trucks, Hawaiian, Poke",Boise,"{'Monday': '13:0-19:0', 'Tuesday': '13:0-19:0', 'Wednesday': '13:0-19:0', 'Thursday': '13:0-19:0', 'Friday': '13:0-19:0', 'Saturday': '13:0-19:0'}",1,43.6342461,-116.3148225,Ono Bento Boise,83713,7,5,ID
45578,276 N 8th St,X0Im1qI1i-IapFbcsxjDXQ,"Japanese, Food, Bubble Tea, Restaurants",Boise,,0,43.616899,-116.2022322,Yokozuna Teriyaki,83702,11,3.5,ID
47842,2454 S Apple St,7tDn3C87D-TF1kJ9fXSeOg,"Restaurants, Japanese",Boise,"{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0'}",1,43.58093125,-116.172788,Zen Bento,83706,19,3,ID
50385,2197 N Garden St,A1wvCgoq8k0fY8tyjknNTw,"Restaurants, Teppanyaki, Japanese",Boise,"{'Monday': '16:0-21:30', 'Tuesday': '16:0-21:30', 'Wednesday': '16:0-21:30', 'Thursday': '16:0-21:30', 'Friday': '16:0-22:0', 'Saturday': '4:0-22:0', 'Sunday': '16:0-21:30'}",1,43.6197029,-116.2321836,Tepanyaki Japanese Steak House,83706,36,3,ID
2679,2020 Badlands Dr,rdiB9Aye9-gkwd2hnckWHQ,"Korean, Japanese, Sushi Bars, Restaurants",Brandon,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:30', 'Saturday': '12:0-22:30', 'Sunday': '12:0-22:0'}",1,27.92714586,-82.31524643,Tsunami Sushi & Hibachi Grill,33511,185,4,FL
3674,129 E Bloomingdale Ave,#NAME?,"Nightlife, Asian Fusion, Japanese, Bars, Lounges, Restaurants, Sushi Bars",Brandon,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:30-23:0', 'Saturday': '11:30-23:0', 'Sunday': '15:0-22:0'}",0,27.8935758,-82.2842946,Osaka Sushi,33511,52,4,FL
5753,2210 W Brandon Blvd,Vf0inZOaad8sv1uG8mGIGw,"Steakhouses, Sushi Bars, Restaurants, Japanese",Brandon,"{'Monday': '17:0-21:30', 'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:30'}",1,27.93943,-82.3217459,Kobe Japanese Steakhouse - Brandon,33511,314,4,FL
7425,11245 Causeway Blvd,pq7M51ZKg8VHi-kiXzkPvw,"Japanese, Restaurants",Brandon,"{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '11:0-21:30'}",0,27.923088,-82.3239175,Oyishi Buffet,33511,15,3,FL
21238,11245 Causeway Blvd,oxjwqehuaSp19X0VGjXB0Q,"Japanese, Restaurants, Sushi Bars, Buffets",Brandon,"{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '12:0-21:0'}",1,27.92159383,-82.3241833,Koizi Endless Hibachi & Sushi Eatery,33511,259,3,FL
23220,131 East Bloomingdale Ave,o1jIhsZFmoraM8SgwTmbiA,"Restaurants, Japanese, Bars, Nightlife, Asian Fusion",Brandon,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-22:0'}",0,27.89300192,-82.28476079,Sakura Asian Cuisine,33511,10,4.5,FL
28899,795 W Lumsden Rd,aj77INVgHEfuZ_l5tGCsSA,"Restaurants, Japanese, Sushi Bars, Korean",Brandon,"{'Monday': '16:0-22:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-21:0'}",0,27.922696,-82.2958401,Takara Sushi,33511,67,4,FL
35591,"2020 W Brandon Blvd, Ste 160",_KSdj94LdBcThR_yvv2edA,"Japanese, Restaurants",Brandon,,0,27.938567,-82.317683,Kabuki Japanese Restaurant,33511,17,3.5,FL
44586,905 Lithia Pinecrest Rd,3m--jFKKkxzQw0kzo9g1pw,"Restaurants, Steakhouses, Japanese, Sushi Bars",Brandon,"{'Monday': '17:0-21:30', 'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '16:30-21:0'}",1,27.9240804,-82.270702,JoTo Japanese Steak House,33511,74,3.5,FL
47476,773 Brandon Town Center Mall,PlOLeg4BCkRB4vfgWcXxTg,"Japanese, Steakhouses, Restaurants, Sushi Bars",Brandon,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-21:0'}",0,27.9239257,-82.3268144,Ryuu Japanese Steakhouse,33511,107,3,FL
49972,760 W Lumsden Rd,TuYFF4EyehNbGPQRKQMo0A,"Restaurants, Japanese",Brandon,"{'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-21:0'}",1,27.9248801,-82.2953336,Yokohama Japanese Restaurant,33511,123,4,FL
52147,133 E Bloomingdale Ave,LfQtJyxvtK08d2uiA0-R0Q,"Ramen, Sushi Bars, Restaurants, Japanese",Brandon,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '13:0-21:0'}",0,27.89279082,-82.28447524,Osaka Ramen & Sushi,33511,16,4,FL
956,1473 Brace Rd,eL673KqwAGpJQ4z-MAaZ7Q,"Restaurants, Japanese, Ramen",Cherry Hill,"{'Monday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",1,39.88930268,-75.01629579,Kokoro Ramen,8034,62,4.5,NJ
1470,"1990 Marlton Pike E, Ste 18",64i1xdiU1Wvo1Cuu0erFGA,"Japanese, Restaurants, Sushi Bars, Teppanyaki",Cherry Hill,"{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:30', 'Saturday': '11:30-22:30', 'Sunday': '12:30-21:30'}",1,39.8996708,-74.9532997,Megu Sushi & Hibachi,8003,121,3.5,NJ
1821,"Pine Tree Plz, 1428 Marlton Pike E",8-AIbFaP6GP9BwHZdclBog,"Specialty Food, Restaurants, Ethnic Food, Japanese, Food, Sushi Bars",Cherry Hill,"{'Monday': '11:30-21:30', 'Tuesday': '11:30-21:30', 'Wednesday': '11:30-21:30', 'Thursday': '11:30-21:30', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0'}",0,39.9110535,-74.9915109,Oh Yoko!,8034,108,4,NJ
14801,1558 N Kings Hwy,lIY8UclOqYqiUpj89rycdQ,"Food, Ramen, Sushi Bars, Japanese, Grocery, Restaurants",Cherry Hill,"{'Monday': '8:0-22:0', 'Tuesday': '8:0-22:0', 'Wednesday': '8:0-22:0', 'Thursday': '8:0-22:0', 'Friday': '8:0-22:0', 'Saturday': '8:0-22:0', 'Sunday': '8:0-22:0'}",1,39.9158337,-75.0115525,Genji Ramen and Sushi Bar,8034,28,4,NJ
20918,600 Kings Hwy N,I7GoKXrd_k5_ObTWWgkWDQ,"Japanese, Sushi Bars, Restaurants",Cherry Hill,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '12:0-21:0'}",1,39.92497,-74.99966,Sushi King,8034,164,4,NJ
21794,2000 Rte 38,sbnRpy72YKFt7fnETWLVeA,"Japanese, Sushi Bars, Restaurants",Cherry Hill,"{'Monday': '10:0-21:30', 'Tuesday': '10:0-21:30', 'Wednesday': '10:0-21:30', 'Thursday': '10:0-21:30', 'Friday': '10:0-21:30', 'Saturday': '10:0-21:30', 'Sunday': '11:0-18:0'}",0,39.94372775,-75.02606634,Little Tokyo,8002,12,4,NJ
30163,2087 E Rt 70,WvxNHhiZkHHrkU0QyisHGg,"Restaurants, Japanese, Sushi Bars, Vegetarian",Cherry Hill,"{'Monday': '11:30-21:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-21:30', 'Saturday': '11:30-21:30'}",0,39.896435,-74.9489341,Sengyo Japanese Sushi Restaurant,8003,17,3.5,NJ
31623,2320 Marlton Pike W,bomWt45sZoEe7P5L5I5SgA,"Restaurants, Steakhouses, Sushi Bars, Japanese",Cherry Hill,"{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-22:0'}",1,39.92551598,-75.04816894,Mikado Japanese Restaurant,8002,204,4,NJ
31923,2117 Marlton Pike W,RuPk-ScXo4ycpdnAkpfoNg,"Restaurants, Sushi Bars, Noodles, Soup, Japanese, Salad, Teppanyaki",Cherry Hill,"{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '12:0-21:0'}",1,39.92050754,-75.03714943,Mr Sushi All You Can Eat,8002,380,4,NJ
32920,404 Marlton Pike E,OLSFUxfRCjLNPi49yOOrsQ,"Izakaya, Ramen, Restaurants, Japanese, Food, Bubble Tea",Cherry Hill,"{'Monday': '11:30-21:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-21:0', 'Saturday': '11:30-21:0', 'Sunday': '12:0-21:0'}",1,39.9129637,-75.002159,Rayaki - Cherry Hill,8034,316,4,NJ
37931,929 Haddonfield Rd,g5FQBX5KZQ3yypFIqzrQdw,"Restaurants, Japanese",Cherry Hill,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '12:30-23:0', 'Sunday': '12:30-22:0'}",1,39.925412,-75.034509,Kabuki Japanese Cuisine,8002,156,3,NJ
42304,826 Haddonfield Rd,yZ6g2mWmMKNqtZivW4Nv5w,"Restaurants, Sushi Bars, Japanese, Soup",Cherry Hill,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '12:0-21:0'}",1,39.9266581,-75.0320415,Sushi To Go,8002,64,4,NJ
45031,Sawmill Shopping Ctr,ek2dBXspmxEQIo8p-u-Qow,"Restaurants, Japanese",Cherry Hill,,0,39.914476,-75.001116,Nagoya Japanese Cuisine,8034,16,3,NJ
47285,1871 NJ-70,ka2XO8vL_PqCS-xk3SVauA,"Japanese, Restaurants, Ramen",Cherry Hill,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",1,39.9030844,-74.9714717,Kyuramen,8003,184,4.5,NJ
51289,1892 Marlton Pike E,Ln_LEQt8yx1GX5hHuLR8qA,"Asian Fusion, Restaurants, Japanese, Sushi Bars",Cherry Hill,"{'Monday': '0:0-0:0', 'Tuesday': '15:30-20:30', 'Wednesday': '15:30-20:30', 'Thursday': '15:30-20:30', 'Friday': '12:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '15:30-19:30'}",1,39.9036902,-74.9677072,Zushi Dozo,8003,164,4.5,NJ
787,"27001 US 19 N, Suite 1071",76x9L8ZBoF4skcNP8wx4nw,"Japanese, Restaurants",Clearwater,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '12:0-19:0'}",0,28.01632084,-82.73558021,Hirois Ocean Grill,33761,6,4,FL
2845,"2643 Gulf To Bay Blvd, Ste 1560",ab3pRv-b0o-BwMK2jVbH3Q,"Restaurants, Salad, Sushi Bars, Soup, Japanese",Clearwater,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:30-22:0'}",1,27.9572854,-82.7295288,Saki Endless Sushi & Hibachi Eatery,33759,473,3.5,FL
7640,28775 US-19 N,gTKoJH4BWX67pVu-bRdsmw,"Food, Sushi Bars, Asian Fusion, Steakhouses, Japanese, Restaurants",Clearwater,"{'Monday': '17:0-21:30', 'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:30'}",1,28.033686,-82.737182,Kobe Japanese Steakhouse - Clearwater,33761,221,4,FL
13343,26508 US Hwy 19 N,XcijfFEBsmdnUm0o-t9c3A,"Japanese, Steakhouses, Restaurants",Clearwater,"{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '16:0-21:0'}",0,28.0132054,-82.7365037,Arigato Japanese Steak House,33761,25,3,FL
17563,"13505 Icot Blvd, Ste 207",Qjib-PCjkZPyHOADAgPNYA,"Teppanyaki, Italian, Japanese, Sushi Bars, Restaurants",Clearwater,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '12:30-23:0', 'Sunday': '16:0-22:0'}",1,27.8948541,-82.7137001,Kobe Italian,33760,140,3.5,FL
20515,"1550 N Mcmullen Booth Rd, Ste F4",ksqhVcNkVRG6vKocF1MObQ,"Restaurants, Sushi Bars, Buffets, Japanese",Clearwater,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '12:0-21:30'}",0,27.9814518,-82.7111416,Volcano Japanese Cuisine,33759,57,4,FL
21560,"23894 US Hwy 19 N, Ste 30",LcoSh7HlJXsev0zujoFApQ,"Gluten-Free, Noodles, Restaurants, Asian Fusion, Japanese",Clearwater,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-17:0', 'Friday': '11:0-16:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",1,27.9892534,-82.7309209,Teriyaki Madness,33765,90,2.5,FL
21569,530 Cleveland St,dMkvmMmZU5i94_vYN-zKJg,"Desserts, Sushi Bars, Restaurants, Seafood, Ramen, Japanese, Food",Clearwater,"{'Monday': '17:0-21:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0'}",0,27.96579122,-82.79897589,FuKu Japanese Cafe,33755,29,3.5,FL
26346,2475 McMullen Booth Rd,mLsBTZoCV_Rae4pUfR7Ijg,"Asian Fusion, Steakhouses, Japanese, Sushi Bars, Restaurants",Clearwater,"{'Monday': '16:30-22:0', 'Tuesday': '16:30-22:0', 'Wednesday': '16:30-22:0', 'Thursday': '16:30-22:0', 'Friday': '16:30-22:0', 'Saturday': '16:30-22:0', 'Sunday': '16:30-22:0'}",1,28.011377,-82.710931,Ocean Blue Sushi,33759,108,4,FL
28441,"2727 Ulmerton Rd, Ste 110",3B-rMHWkpWRSMx6zYi4DNw,"Poke, Food, Japanese, Restaurants, Hawaiian",Clearwater,"{'Monday': '0:0-0:0', 'Tuesday': '11:30-19:0', 'Wednesday': '11:30-19:0', 'Thursday': '11:30-19:0', 'Friday': '11:30-19:0'}",1,27.89503369,-82.67068714,Pok?? Fun,33762,41,4.5,FL
30925,1500 N McMullen Booth Rd,Mvz6xY2jfCHQvP9NUBBEwA,"Restaurants, Japanese, Sushi Bars",Clearwater,,0,27.9799916,-82.7098518,Shiki Sushi Bar & Restaurant,33759,18,3.5,FL
36775,"13505 Icot Blvd, Ste 207",XeYQ5_nuBOKKuMuDNl8HEw,"Japanese, Restaurants, Sushi Bars",Clearwater,,1,27.89484,-82.713773,Sake House,33760,28,3,FL
39531,"2475 N McMullen Booth Rd, Ste F",hJZjOtk4tEtjXoDa4ebCTA,"Sushi Bars, Japanese, Restaurants",Clearwater,,1,28.011405,-82.710931,Kaiko Sushi Bar & Japanese Restaurant,33759,34,3.5,FL
