,address,business_id,categories,city,hours,is_open,latitude,longitude,name,postal_code,review_count,stars,state
12810,409 S 8th St,mdb_Ri2eqVGG1C-7Cuyplg,"Thai, Specialty Food, Sports Bars, Nightlife, Food, American (Traditional), Bars, Beer, Wine & Spirits, Restaurants, Pubs",Boise,"{'Monday': '11:0-0:0', 'Tuesday': '11:0-0:0', 'Wednesday': '11:0-0:0', 'Thursday': '14:0-0:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-22:0'}",1,43.6131389,-116.2063268,Double Tap Pub,83702,76,3.5,ID
12818,590 E Boise Ave,bfiEKM1pgaupfwfYhwB1Mg,"Thai, Vietnamese, Asian Fusion, Restaurants",Boise,"{'Monday': '16:30-20:0', 'Tuesday': '16:30-21:0', 'Wednesday': '16:30-21:0', 'Thursday': '16:30-21:0', 'Friday': '16:30-21:0', 'Saturday': '16:30-21:0'}",0,43.580076,-116.175798,Asian Cuisine Boise,83706,64,3.5,ID
13791,10548 W Fairview Ave,3OO7ZAQa2sqUo2rzO3UanA,"Soup, Restaurants, Vietnamese",Boise,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",1,43.6197427,-116.3140524,Pho Tay,83704,130,3.5,ID
17915,"111 Broadway Ave, Ste 139",7l6EfW2MU0IGY2w6heSO4w,"Korean, Vietnamese, Restaurants",Boise,,0,43.610131,-116.193792,Dong Khanh Vietnamese Restaurant,83702,18,2.5,ID
19651,8053 W Emerald St,nT7R0whq67tcWc36xt6ZrA,"Vietnamese, Restaurants",Boise,,0,43.6113826,-116.2820615,Saigon Grill,83704,6,2.5,ID
23964,8675 W Franklin Rd,swWDCayC1VfzMlDyPbUNKg,"Restaurants, Vietnamese",Boise,"{'Monday': '0:0-0:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '9:0-21:0'}",1,43.60470705,-116.2897676,208 Pho & Vegan,83709,21,4.5,ID
32384,276 N 8th St,XYKMkKAf6ypIUd2YXAZpAQ,"Sandwiches, Restaurants, Vietnamese",Boise,,0,43.617054,-116.2020852,Baguette Deli,83702,14,4,ID
33364,5827 W Franklin Rd,pIk9nQottFBg8hlwdJyqmg,"Vietnamese, Restaurants, Korean",Boise,,0,43.6048875,-116.2813392,Vietnamese Restaurant,83709,20,4,ID
33574,1098 N Orchard St,CUtMf3Bm0OAR7RpdPrs66w,"Ethnic Food, Specialty Food, Restaurants, Food, Vietnamese",Boise,"{'Monday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-23:0'}",0,43.614671,-116.243037,Pho Tam,83706,53,3.5,ID
35898,10038 W Overland,GaqcV1K44cTmrtOGYBmrpw,"Thai, Restaurants",Boise,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '16:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-20:0'}",1,43.590545,-116.3069319,Pad Thai House,83709,532,4,ID
37742,7310 W State St,nP4oASaVyGV-FWkxE-zmEw,"Vietnamese, Restaurants",Boise,"{'Monday': '0:0-0:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-20:0'}",1,43.669017,-116.2794926,Pho Nguyen,83714,102,4.5,ID
38365,2137 S Broadway,pRw_6xYEzFHna4dZLRLgXw,"Restaurants, Vietnamese",Boise,"{'Monday': '0:0-0:0', 'Tuesday': '16:30-22:0', 'Wednesday': '16:30-22:0', 'Thursday': '16:30-22:0', 'Friday': '16:30-22:0', 'Saturday': '16:30-22:0'}",1,43.5853001,-116.194055,Dong Khanh Vietnamese Restaurant,83706,52,4,ID
41114,780 W Idaho St,AzylMkpWl-OLWQLMKVRoVg,"Restaurants, Vietnamese, Beer, Wine & Spirits, Food, American (Traditional)",Boise,"{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0'}",1,43.616496,-116.2022303,Pho Nouveau,83702,217,4,ID
44731,812 W Fort St,jtDTN8JfNk1vl2uLb2nHpw,"Vietnamese, Restaurants, Vegan",Boise,"{'Monday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-19:0'}",1,43.62218046,-116.198011,208 Pho & Vegan,83702,92,4,ID
45893,2146 S Broadway Ave,XQBEtE8CCYbv_2vzagd0HA,"Noodles, Sandwiches, Soup, Restaurants, Vietnamese",Boise,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-20:0'}",1,43.58546504,-116.1927131,Pho Le,83706,179,4,ID
46954,10539 W Overland Rd,0onEYLUuictySvd2fTgtUQ,"Food, Vietnamese, Restaurants, Grocery, International Grocery",Boise,"{'Monday': '8:0-21:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-21:0', 'Saturday': '8:0-21:0', 'Sunday': '8:0-20:30'}",1,43.58930237,-116.3131063,TradeViet Specialty Foods,83709,38,3.5,ID
50017,624 W Idaho St,FI3YHJWl7ZvBsC5OdcnJVA,"Restaurants, Sushi Bars, Thai, Asian Fusion, Food",Boise,"{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0', 'Sunday': '9:0-17:0'}",1,43.615846,-116.201299,Dharma Sushi & Thai,83702,186,3.5,ID
51431,8716 W Fairview,bvH082kC-JH0iL7QutCLJg,"Thai, Restaurants, Sushi Bars",Boise,"{'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-21:0'}",0,43.61984198,-116.29042,Siam Orchid Thai Restaurant & Sushi Bar,83704,56,4,ID
52150,477 N Milwaukee St,BZNqCyMhZJREF8rfmrZ2bA,"Thai, Restaurants",Boise,"{'Monday': '17:0-20:30', 'Wednesday': '17:0-20:30', 'Thursday': '17:0-20:30', 'Friday': '11:0-20:0', 'Saturday': '12:0-20:0', 'Sunday': '12:0-20:0'}",1,43.60915442,-116.2857861,Bangkok Thai Restaurant,83704,128,4,ID
140,875 E Bloomingdale Ave,iBRXLFWD7PeSYDbKsd_JTw,"Food, Ethnic Food, Specialty Food, Restaurants, Thai",Brandon,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0'}",0,27.89157384,-82.2725105,Mai Thai Restaurant,33511,27,4.5,FL
884,1947 Wlumsden Rd,9dGzGbNKLMP0_wOqI5GffQ,"Restaurants, Thai",Brandon,"{'Monday': '16:0-20:0', 'Tuesday': '16:0-20:0', 'Wednesday': '16:0-20:0', 'Thursday': '16:0-20:0', 'Friday': '16:0-21:0', 'Saturday': '16:0-21:0', 'Sunday': '16:0-20:0'}",1,27.92131648,-82.31682214,Jasmine Thai,33511,195,4,FL
2699,518 Oakfield Dr,BQOfGskHqMcttqf5yUlfeA,"Vietnamese, Restaurants",Brandon,,0,27.934039,-82.291602,Saigon Corner,33511,18,4,FL
3073,120 N Parsons Ave,ew_Hhp12Silh3qjoPaW9IA,"Food, Thai, Restaurants, Desserts, Vegan",Brandon,"{'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-20:0'}",1,27.9387182,-82.2860935,Thai Legacy Restaurant,33510,203,4.5,FL
3320,1941 W Brandon Blvd,NwJoFxmYRDxVGXgPtrjQ3w,"Thai, Sushi Bars, Restaurants",Brandon,"{'Monday': '17:0-21:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '12:0-21:0'}",1,27.936798,-82.3161294,Ploy Thai,33511,171,4,FL
5631,459 Brandon Town Center Dr,xK7Ie1utDh9IW7tQfkLpZA,"Restaurants, Vietnamese",Brandon,"{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '11:0-18:0'}",1,27.932303,-82.325312,Pholicious,33511,41,2.5,FL
26193,875 E Bloomingdale Ave,GOCDNDS_uRUN-Mhfhvi_HA,"Restaurants, Thai",Brandon,,0,27.8916011,-82.2725105,Simply Thai Restaurant,33511,7,4.5,FL
27152,875 E Bloomingdale Ave,WPI4SA5im7JX75m4dJqnkA,"Thai, Restaurants",Brandon,"{'Monday': '11:30-21:30', 'Tuesday': '11:30-21:30', 'Wednesday': '11:30-21:30', 'Thursday': '11:30-21:30', 'Friday': '11:30-21:30', 'Saturday': '11:30-21:30', 'Sunday': '16:30-21:30'}",0,27.8916011,-82.2725105,Thai Smiles,33511,28,4,FL
30103,905 E Brandon Blvd,JkPpa8a4ptM1njvc7eQIFA,"Restaurants, Vietnamese",Brandon,"{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '12:0-21:0', 'Sunday': '12:0-20:0'}",1,27.93645365,-82.2704766,Pho 60,33511,10,4,FL
32495,1202 W Brandon Blvd,CQD7-sfUiADa6KyTYJT2NQ,"Vietnamese, Restaurants",Brandon,"{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",1,27.93801878,-82.30100847,Pho Viet Restaurant,33511,243,4,FL
41501,875 E Bloomingdale Ave,h8orJ40GJZU2uxJTxLLp7g,"Restaurants, Desserts, Food, Noodles, Thai",Brandon,"{'Monday': '0:0-0:0', 'Tuesday': '11:30-21:30', 'Wednesday': '11:30-21:30', 'Thursday': '11:30-21:30', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '16:0-21:30'}",1,27.8916011,-82.2725105,Thai Chilli Pepper,33511,225,4.5,FL
43628,228 Oakfield Dr,i5hURFj8A_i4XUrCzmh_5w,"Thai, Restaurants",Brandon,,1,27.9344792,-82.28801681,Thai Chilli Pepper,33511,9,4.5,FL
43695,120 N Parsons Ave,LWAwSy51WvwNnegnwRUjbA,"Restaurants, Thai",Brandon,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0'}",0,27.9387222,-82.2860532,Thai Boat Restaurant,33510,62,4.5,FL
48360,921 Lithia Pinecrest Rd,j2YLhPQg-3TDUAy6mWoBtQ,"Restaurants, Thai",Brandon,"{'Monday': '0:0-0:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '17:0-21:0'}",0,27.92446015,-82.26966778,Thai Hot,33511,313,4.5,FL
7946,"2000 Rte 38, Spc FC38",Eq3utoa11OyZD3sSgjoV8Q,"Restaurants, Thai",Cherry Hill,"{'Monday': '11:0-19:0', 'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0', 'Sunday': '12:0-18:0'}",1,39.9433056,-75.02622614,Thaimax,8002,9,2.5,NJ
9979,65 Barclay Pavilion,jczcj0QDuSF8L0eHgc8b8Q,"Bubble Tea, Asian Fusion, Thai, Restaurants, Food, Juice Bars & Smoothies, Vietnamese",Cherry Hill,"{'Monday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '11:0-21:0'}",1,39.91037882,-74.99721943,Pho Barclay,8034,201,3.5,NJ
12182,1200 Haddonfield Rd,LBqAH3KQEuLX5XIWLjBGnQ,"Restaurants, Vietnamese",Cherry Hill,"{'Monday': '0:0-0:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '11:0-18:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-21:0'}",1,39.920468,-75.0333347,Pho 9,8002,107,4,NJ
14674,2442 Rt 38,O9MZvFErMCtVJpU9ChrmcA,"Restaurants, Vietnamese",Cherry Hill,"{'Monday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '11:0-21:30'}",0,39.9409968,-75.0079104,Pho So 1,8002,44,4,NJ
17167,2117 Rt 70 W,qqpCUX2CGi4m-LWW0AO3QQ,"Restaurants, Thai, French",Cherry Hill,"{'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:0', 'Saturday': '16:0-22:0', 'Sunday': '16:0-21:0'}",0,39.92019276,-75.03724979,Siri's Thai French Cuisine,8002,38,4,NJ
21674,480 E Evesham Rd,TLQMDYugpXd5m7h4cX365Q,"Vietnamese, Food, Restaurants",Cherry Hill,"{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '11:0-21:30'}",0,39.8636437,-74.9652167,Pho Huong Viet,8003,109,3.5,NJ
21763,1900 Greentree Rd,yXX7xmclZkuBif-7QoyCuw,"Vietnamese, Restaurants, Soup, Noodles",Cherry Hill,"{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0'}",1,39.9060517,-74.9648058,Pho Eden,8003,166,4,NJ
22119,"2442 Rt 38, Ste 5",o6S4BEydpftLqzCLZk8dqw,"Asian Fusion, Vietnamese, Restaurants, Vegetarian",Cherry Hill,"{'Monday': '0:0-0:0', 'Tuesday': '17:0-21:30', 'Wednesday': '17:0-21:30', 'Thursday': '17:0-21:30', 'Friday': '17:0-21:30', 'Saturday': '17:0-21:30', 'Sunday': '17:0-20:0'}",0,39.9415219,-75.0061422,Lemongrass,8002,113,4.5,NJ
22369,600 Kings Hwy N,jMBgjXYVdu6NkJ3InEAHdQ,"Vietnamese, Restaurants",Cherry Hill,"{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-21:30', 'Saturday': '10:0-21:30', 'Sunday': '10:0-21:30'}",0,39.9247524,-74.9999804,Pho Garden,8034,83,3.5,NJ
25917,1900 Greentree Rd,zgGdNJdYjlWDmOIxrJhQ1w,"Thai, Restaurants",Cherry Hill,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '12:0-22:0'}",1,39.9060517,-74.9648058,A Little Thai Kitchen,8003,169,4,NJ
28562,"2442 NJ-38, Ste 5",h-xgk0e_WisVzWLUudKgDg,"Vietnamese, Seafood, Restaurants",Cherry Hill,"{'Monday': '16:0-22:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-23:0', 'Saturday': '12:0-23:0', 'Sunday': '12:0-23:0'}",1,39.941514,-75.005939,Crawfish & Pho,8002,29,4,NJ
28861,600 Kings Hwy N,PhdOG5DmZLaeQY4pAxulxw,"Restaurants, Vietnamese",Cherry Hill,"{'Monday': '11:0-20:30', 'Tuesday': '11:0-20:30', 'Wednesday': '11:0-20:30', 'Thursday': '11:0-20:30', 'Friday': '11:0-20:30', 'Saturday': '11:0-20:30', 'Sunday': '11:0-20:30'}",1,39.92519103,-74.99962067,Hanoi Cuisine,8034,18,4,NJ
31755,2442 Rt 38,sU70r-qJHzgI3yL8Y_cRvQ,"Restaurants, Thai",Cherry Hill,"{'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-22:0', 'Saturday': '15:0-22:0', 'Sunday': '15:0-21:0'}",0,39.942127,-75.0057829,Umpasri Authentic Thai Cuisine,8002,36,3.5,NJ
35237,2000 Rt 38,AhpCYwvGvj2uqFfp9nq8Bw,"Restaurants, Vietnamese",Cherry Hill,,0,39.94334074,-75.02762603,Pholicious,8002,21,3.5,NJ
36113,1888 Marlton Pike E,7oqmT9JUeHToou2vzNPYFA,"Vietnamese, Restaurants",Cherry Hill,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-20:0'}",1,39.90438369,-74.96882357,Pho Viet,8003,61,4.5,NJ
39240,2087 Marlton Pike E,cNua7EAP7aoHTEp734VqWA,"Vietnamese, Soup, Sandwiches, Restaurants",Cherry Hill,"{'Monday': '0:0-0:0', 'Tuesday': '11:30-20:0', 'Wednesday': '11:30-20:0', 'Thursday': '11:30-20:0', 'Friday': '11:30-21:0', 'Saturday': '11:30-21:0', 'Sunday': '11:30-20:0'}",1,39.8960707,-74.9491673,H??n Vietnamese Eatery,8003,192,4.5,NJ
445,1490 Haddonfield Berlin Rd,_1jlbXWMxN50PQlaRpev7A,"Filipino, Restaurants",Cherry Hill,"{'Monday': '0:0-0:0', 'Tuesday': '11:30-20:0', 'Wednesday': '11:30-20:0', 'Thursday': '11:30-20:0', 'Friday': '11:30-20:0', 'Saturday': '11:30-20:0', 'Sunday': '11:30-19:0'}",1,39.88018822,-75.00524803,Reytas Filipino Cuisine,8003,79,4.5,NJ
6073,"219 Haddonfield- Berlin Rd, Ste Q",HfAi72hTxmKqeqv7ow5ifw,"Filipino, Barbeque, Food, Restaurants, Specialty Food, Desserts",Cherry Hill,"{'Tuesday': '11:0-18:0', 'Wednesday': '11:0-18:0', 'Thursday': '11:0-18:0', 'Friday': '11:0-18:0', 'Saturday': '11:0-18:0', 'Sunday': '11:0-17:0'}",1,39.8916203,-75.0194487,Fiesta Bistro Filipino,8034,9,3.5,NJ
2318,"2549 Countryside Blvd, Ste 3",hnJ_Bt2-Io_Mdf9p1KlprQ,"Restaurants, Photography Stores & Services, Japanese, Sushi Bars, Shopping, Thai",Clearwater,"{'Monday': '16:0-21:30', 'Tuesday': '16:0-21:30', 'Wednesday': '16:0-21:30', 'Thursday': '16:0-21:30', 'Friday': '16:0-22:0', 'Saturday': '16:0-22:0', 'Sunday': '16:0-21:30'}",0,28.0126269,-82.7317198,Joto Thai-Sushi Clearwater,33761,37,3.5,FL
2728,2129 Drew St,o2sdqQ7e4IzeBWxUo_-tFQ,"Restaurants, Vietnamese, Soup, Noodles",Clearwater,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0'}",1,27.9673699,-82.7492197,Saigon Bowl,33765,159,4.5,FL
4653,623 Cleveland St,5eHCzcKiJ0hQvy6qjYuMSQ,"Vietnamese, Restaurants",Clearwater,"{'Monday': '10:0-14:30', 'Tuesday': '10:0-14:30', 'Wednesday': '10:0-14:30', 'Thursday': '10:0-14:30', 'Friday': '10:0-14:30'}",0,27.96548324,-82.79766873,Basil Fusion Bistro,33755,36,4,FL
6450,1280 S Missouri Ave,L05ImY9-Qga2ri7FKrnvAw,"Sushi Bars, Restaurants, Thai",Clearwater,"{'Monday': '16:30-21:15', 'Tuesday': '16:30-21:15', 'Wednesday': '16:30-21:15', 'Thursday': '16:30-21:30', 'Friday': '16:30-21:30', 'Saturday': '16:30-21:30', 'Sunday': '16:30-21:15'}",1,27.951473,-82.7878604,Thai Coconut and Sushi,33756,161,3.5,FL
6800,2850 US Hwy 19 N,_TwaaT3OBZm-YvTLJ8E7Kg,"Restaurants, Thai",Clearwater,,0,28.0305402,-82.7185282,ZEN Thai Cuisine & Sushi,33761,16,4.5,FL
8038,29000 US Highway 19 N,vOXoM9W8-CpHbZUiGbL3dw,"Restaurants, Vietnamese",Clearwater,"{'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '10:0-21:0'}",1,28.035875,-82.739051,Pho Queen,33761,224,3.5,FL
8252,"1550 N McMullen Booth Rd, Ste F4",6mrC_xP_Hb9TMaQLHsKW1w,"Vietnamese, Food, Coffee & Tea, Restaurants, Juice Bars & Smoothies, Fast Food",Clearwater,"{'Monday': '0:0-0:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '12:0-21:0'}",1,27.9814279,-82.7111416,Pho Bowl,33759,124,4.5,FL
11640,1230 Cleveland St,3EEXaTcdUtBnEhNSvgN9UA,"Restaurants, Thai, Sushi Bars, Mediterranean",Clearwater,"{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0'}",0,27.96601853,-82.78619101,TSM Kitchen & Bar,33755,13,4.5,FL
18785,1704 Clearwater Largo Rd,jLmFqOx_AImVE8EvJ6pZSQ,"Restaurants, Thai",Clearwater,,1,27.934314,-82.799597,Thai Coconut,33756,14,3.5,FL
19771,"3700 Ulmerton Rd, Ste 105",fgboXnRdTBPfiBMzpuQu1A,"Sushi Bars, Thai, Asian Fusion, Restaurants",Clearwater,"{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0'}",1,27.892956,-82.684235,Bangkok Fusion Cafe,33762,143,4.5,FL
20417,"27001 US Hwy 19 N, Ste 9245",u3t_iLLtu3yTzP0F4zx70A,"Restaurants, Vietnamese",Clearwater,"{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '12:0-18:0'}",1,28.017461,-82.732546,Pholicious Countryside Mall,33761,46,3.5,FL
22490,"27001 US Hwy 19 N, Ste 2081",7M492o9j_LLcmvkA3kV_ag,"Restaurants, Thai",Clearwater,,1,28.0379796,-82.72275,Ruby Thai Kitchen,33761,8,3.5,FL
24089,608 Mandalay Ave,LWzdbv00zlHkyMWmJkhQlw,"Thai, Restaurants",Clearwater,,0,27.9860504,-82.8267195,Bua Luang Thai,33767,8,3.5,FL
