,address,attributes,business_id,categories,city,hours,is_open,latitude,longitude,name,postal_code,review_count,stars,state,RestaurantsDelivery,OutdoorSeating,BusinessAcceptsCreditCards,BusinessParking,BikeParking,RestaurantsPriceRange2,RestaurantsTakeOut,ByAppointmentOnly,WiFi,Alcohol,Caters,RestaurantsGoodForGroups,Ambience,GoodForKids,RestaurantsReservations,NoiseLevel,RestaurantsAttire,HasTV,GoodForMeal,RestaurantsTableService,WheelchairAccessible,BYOB,DriveThru,HappyHour,DogsAllowed,BusinessAcceptsBitcoin,Corkage,BYOBCorkage,Smoking,Music,GoodForDancing,CoatCheck,AcceptsInsurance,AgesAllowed,BestNights,DietaryRestrictions
87,1219 S 2nd St,"{'RestaurantsGoodForGroups': 'False', 'GoodForKids': 'True', 'BikeParking': 'True', 'OutdoorSeating': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'none'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""u'average'"", 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'False', 'Caters': 'False', 'WiFi': ""u'free'""}",Oun4NN-u5yiHIxDqtJnxgA,"Restaurants, Korean, American (Traditional), Breakfast & Brunch, Donuts, Food, Coffee & Tea",Philadelphia,"{'Monday': '8:0-15:0', 'Tuesday': '8:0-15:0', 'Wednesday': '8:0-15:0', 'Thursday': '8:0-15:0', 'Friday': '8:0-15:0', 'Saturday': '8:0-15:0', 'Sunday': '8:0-15:0'}",1.0,39.932223,-75.147463,Federal Donuts,19147,530.0,4.0,PA,True,False,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,1,True,,u'free',u'none',False,False,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",True,False,u'average',u'casual',True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': True}",False,,,,,,,,,,,,,,,,
88,400 Fairmount Ave,"{'WheelchairAccessible': 'True', 'WiFi': ""u'free'"", 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'False', 'OutdoorSeating': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Music': ""{'dj': True}"", 'GoodForDancing': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTableService': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'none'"", 'BikeParking': 'True', 'HasTV': 'True', 'RestaurantsReservations': 'False', 'HappyHour': 'False', 'CoatCheck': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}""}",TCROPjxfzCZzrQjqLqstSg,"Coffee & Tea, Hookah Bars, Nightlife, Bars, Food, Restaurants, Cafes",Philadelphia,"{'Thursday': '19:0-2:0', 'Friday': '19:0-2:0', 'Saturday': '19:0-2:0'}",0.0,39.9625769974,-75.1447479799,Red Cup Cafe & Hookah Lounge,19123,53.0,4.0,PA,False,True,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,1,True,,u'free',u'none',,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,False,u'average','casual',True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",True,True,,,False,,,,,,{'dj': True},True,False,,,,
89,1325 Frankford Ave,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True'}",61RiTA-T02sU84FhoCLz_g,"Food, Coffee & Tea",Philadelphia,"{'Monday': '6:30-19:0', 'Tuesday': '6:30-19:0', 'Wednesday': '6:30-19:0', 'Thursday': '6:30-19:0', 'Friday': '6:30-19:0', 'Saturday': '7:0-18:0', 'Sunday': '8:0-17:0'}",0.0,39.9710245,-75.134328,The Lola Bean,19125,46.0,4.5,PA,,True,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,1,,,u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,
90,620 S 9th St,"{'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'WiFi': ""'free'"", 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'Alcohol': ""u'none'"", 'ByAppointmentOnly': 'False', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'True', 'Caters': 'False', 'DogsAllowed': 'True'}",7hpUoYdAVToZXwuPRgoqdA,"Restaurants, Food, Coffee & Tea",Philadelphia,"{'Monday': '7:0-20:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-20:0', 'Saturday': '7:0-20:0', 'Sunday': '7:0-20:0'}",1.0,39.9419516309,-75.1573562007,Chapterhouse Café & Gallery,19147,477.0,4.5,PA,True,False,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,1,True,False,'free',u'none',False,True,,True,False,u'average',u'casual',,,,,,,,True,,,,,,,,,,,
91,1532 Snyder Ave,"{'RestaurantsDelivery': 'True', 'GoodForKids': 'True', 'BikeParking': 'True', 'RestaurantsAttire': ""u'casual'"", 'OutdoorSeating': 'True', 'WiFi': ""u'free'"", 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': False}"", 'WheelchairAccessible': 'False', 'NoiseLevel': ""u'average'"", 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'DogsAllowed': 'False', 'Corkage': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'HappyHour': 'True', 'BYOB': 'True', 'DriveThru': 'False', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True'}",qaDImxPguQz0jToNYvB1Eg,"Mexican, Restaurants, Vegetarian, Coffee & Tea, Juice Bars & Smoothies, Cafes, Desserts, Bakeries, Food, Breakfast & Brunch",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '8:0-21:0', 'Wednesday': '8:0-21:0', 'Thursday': '8:0-21:0', 'Friday': '8:0-15:0', 'Saturday': '8:0-21:0', 'Sunday': '8:0-17:0'}",1.0,39.924584,-75.172676,Café y Chocolate,19145,369.0,4.5,PA,True,True,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,2,True,False,u'free',u'none',True,True,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,False,u'average',u'casual',True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': False}",True,False,True,False,True,False,,False,,,,,,,,,
92,337-341 South Broad St,"{'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False', 'Caters': 'False', 'GoodForKids': 'False', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""'free'""}",48hwr-F1xEFfHdTD1ueE2A,"Coffee & Tea, Food",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '5:30-20:0', 'Wednesday': '5:30-20:0', 'Thursday': '5:30-20:0', 'Friday': '5:30-20:30', 'Saturday': '6:30-20:30', 'Sunday': '6:30-19:30'}",0.0,39.945624,-75.16484,Starbucks,19107,29.0,3.5,PA,,True,True,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,2,True,False,'free',,False,,,False,,,,,,,,,,,,,,,,,,,,,,
93,607 S 7th St,"{'WheelchairAccessible': 'False', 'RestaurantsDelivery': 'True', 'AcceptsInsurance': 'False', 'Caters': 'False', 'BusinessAcceptsCreditCards': 'False', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'DogsAllowed': 'True', 'BikeParking': 'True', 'OutdoorSeating': 'True', 'BusinessParking': 'None', 'ByAppointmentOnly': 'False'}",jFAj4ZTHKukcEnFZXz2DiA,"Health & Medical, Beauty & Spas, Massage Therapy, Doctors, Desserts, Restaurants, Naturopathic/Holistic, Internet Cafes, Massage, Food, Cafes, Coffee & Tea, Cannabis Dispensaries, Shopping, Vape Shops, Cannabis Clinics, Vitamins & Supplements",Philadelphia,"{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '9:0-21:0', 'Sunday': '9:0-17:0'}",1.0,39.9419303,-75.1537505,Hip Hemp Cafe,19147,11.0,4.5,PA,True,True,False,None,True,,True,False,u'free',,False,,,,,,,,,,False,,,,True,,,,,,,,False,,,
94,8000 Essington Ave,"{'BikeParking': 'False', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'valet': False, 'garage': False, 'street': False, 'lot': False, 'validated': False}"", 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'WiFi': ""'free'"", 'RestaurantsDelivery': 'True', 'BusinessAcceptsCreditCards': 'True'}",f4XSOzFOQDydPyqavMV7cA,"Coffee & Tea, Cafes, Restaurants, Food",Philadelphia,,1.0,39.8780267127,-75.2394030397,Peet's Coffee & Tea,19153,26.0,3.5,PA,True,False,True,"{'valet': False, 'garage': False, 'street': False, 'lot': False, 'validated': False}",False,1,True,,'free',,,,,,,,,,,,,,,,,,,,,,,,,,,
95,600 9th St,"{'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'WiFi': ""'free'"", 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'Caters': 'False', 'BusinessParking': ""{u'valet': False, u'garage': None, u'street': True, u'lot': False, u'validated': False}""}",ExfSwwCB1zQ6ZGd_UQ4wYQ,"Food, Coffee & Tea",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '5:30-19:30', 'Wednesday': '5:30-19:30', 'Thursday': '5:30-19:30', 'Friday': '5:30-19:30', 'Saturday': '6:0-19:30', 'Sunday': '6:0-19:30'}",1.0,39.9425249,-75.157186,Starbucks,19147,52.0,3.5,PA,,True,True,"{u'valet': False, u'garage': None, u'street': True, u'lot': False, u'validated': False}",True,2,True,,'free',,False,,,,,,,,,,,,,,,,,,,,,,,,,
96,1926 E Passyunk Ave,"{'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'quiet'"", 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': True, u'lot': False, u'validated': False}"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'True'}",0m5uP9SGYT7w6liaBROwXw,"Food, Coffee & Tea, Sandwiches, Bakeries, Restaurants, Breakfast & Brunch, Cafes",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '8:0-15:0', 'Wednesday': '8:0-15:0', 'Thursday': '8:0-15:0', 'Friday': '8:0-15:0', 'Saturday': '8:0-15:0'}",1.0,39.9260608,-75.1681768844,Ground Up Coffee Shop,19148,24.0,4.5,PA,True,True,True,"{u'valet': False, u'garage': False, u'street': True, u'lot': False, u'validated': False}",,,True,,u'free',,,,,,,u'quiet',,,,,,,,,,,,,,,,,,,,
97,"1619 Grant Ave, Ste 5","{'RestaurantsPriceRange2': '1', 'BikeParking': 'False', 'BusinessParking': 'None', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'WiFi': ""'free'"", 'RestaurantsDelivery': 'True', 'DriveThru': 'None'}",X3Qa-dXb2DFdZZ2UnAfSVg,"Coffee & Tea, Donuts, Food, Restaurants",Philadelphia,"{'Monday': '5:0-18:0', 'Tuesday': '5:0-18:0', 'Wednesday': '5:0-18:0', 'Thursday': '5:0-18:0', 'Friday': '5:0-18:0', 'Saturday': '5:0-18:0', 'Sunday': '6:0-17:0'}",1.0,40.087335,-75.039989,Dunkin',19115,5.0,1.0,PA,True,False,True,None,False,1,True,,'free',,,,,,,,,,,,,,None,,,,,,,,,,,,,
98,31 S 19th St,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': None, 'validated': None, 'lot': False, 'valet': False}""}",02nUjwVmJGTgGyiIi-hklg,"Breakfast & Brunch, Restaurants, Mexican, Coffee & Tea, Food",Philadelphia,,0.0,39.9525122617,-75.1717417315,El Café,19103,11.0,4.5,PA,,,True,"{'garage': True, 'street': None, 'validated': None, 'lot': False, 'valet': False}",,,,,u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,
99,6620 N Broad St,"{'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'DriveThru': 'None', 'RestaurantsDelivery': 'True'}",cLNyFQ3T7p_Kcf09IburKw,"Donuts, Restaurants, Food, Coffee & Tea",Philadelphia,"{'Monday': '4:30-19:0', 'Tuesday': '4:30-19:0', 'Wednesday': '4:30-19:0', 'Thursday': '4:30-19:0', 'Friday': '4:30-19:0', 'Saturday': '4:30-19:0', 'Sunday': '4:30-19:0'}",1.0,40.0543239,-75.1418482,Dunkin',19126,5.0,1.5,PA,True,,,,,1,True,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,
100,301 Market St,"{'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'DogsAllowed': 'False', 'RestaurantsPriceRange2': '2', 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""'free'"", 'WheelchairAccessible': 'False', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True'}",k6WAVICs1yY07JPXLYCj_w,"Coffee & Tea, Bagels, Food",Philadelphia,"{'Monday': '7:0-19:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-19:0', 'Saturday': '7:0-19:0', 'Sunday': '7:0-19:0'}",0.0,39.950333,-75.1457136,OCF Coffee House,19106,50.0,3.5,PA,,True,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,2,True,,'free',,True,,,,,,,,,,False,,,,False,,,,,,,,,,,
101,1829 E Allegheny Ave,"{'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'DriveThru': 'None'}",ht8lG0gs4-ddM7ap3wwIaA,"Donuts, Coffee & Tea, Food",Philadelphia,"{'Monday': '5:0-19:0', 'Tuesday': '5:0-19:0', 'Wednesday': '5:0-19:0', 'Thursday': '5:0-19:0', 'Friday': '5:0-19:0', 'Saturday': '6:0-19:0', 'Sunday': '6:0-19:0'}",1.0,39.9959031,-75.1124991,Dunkin',19134,5.0,2.5,PA,True,,True,,,1,True,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,
102,1902 Liacouras Walk,"{'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}",64tYqfgsfgCkgtXV_9uu-w,"Coffee & Tea, Juice Bars & Smoothies, Food",Philadelphia,"{'Monday': '8:0-16:0', 'Tuesday': '8:0-16:0', 'Wednesday': '8:0-16:0', 'Thursday': '8:0-16:0', 'Friday': '8:0-16:0', 'Saturday': '8:0-16:0', 'Sunday': '8:0-16:0'}",1.0,39.9817208259,-75.1560784911,Saxbys ,19122,45.0,3.5,PA,,True,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,1,True,,u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5506 Chestnut St,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'BikeParking': 'True', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'RestaurantsDelivery': 'True', 'DriveThru': 'None'}",WbxPdq_PgVvCI462l0vPEQ,"Donuts, Restaurants, Coffee & Tea, Food",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",1.0,39.9590347,-75.2315661,Dunkin',19139,13.0,1.5,PA,True,False,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,1,True,,u'free',,False,,,,,,,,,,,,None,,,,,,,,,,,,,
104,8TH And Wharton St,"{'BYOBCorkage': ""'no'"", 'BusinessAcceptsCreditCards': 'False', 'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'Caters': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': True, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'WiFi': ""u'free'"", 'Alcohol': ""'none'"", 'RestaurantsGoodForGroups': 'False', 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}"", 'RestaurantsDelivery': 'True'}",ovWd_lbvnK1dQSkSkQRfpg,"Restaurants, Vegan, Breakfast & Brunch, Coffee & Tea, Food",Philadelphia,"{'Monday': '8:0-14:0', 'Tuesday': '8:0-14:0', 'Wednesday': '8:0-14:0', 'Thursday': '8:0-14:0', 'Friday': '8:0-14:0', 'Saturday': '8:0-14:0', 'Sunday': '8:0-14:0'}",1.0,39.932994,-75.157736,Benna's Cafe,19147,97.0,4.0,PA,True,True,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,1,True,,u'free','none',False,False,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': True, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,False,u'average','casual',True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': True}",,,,,,,,,'no',,,,,,,,
105,"2825 Cottman Ave, Unit 3",{'RestaurantsDelivery': 'None'},A4HxaMk6EZlieG7jr6FB3w,"Bubble Tea, Coffee & Tea, Food",Philadelphia,"{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",1.0,40.0436742233,-75.0521555704,HaoTea,19149,9.0,3.0,PA,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,1002 S Broad St,"{'WiFi': ""u'free'""}",0xmV6WSKyq0SFUa_uZKocw,"Food, Coffee & Tea",Philadelphia,"{'Monday': '6:0-21:0', 'Tuesday': '6:0-21:0', 'Wednesday': '6:0-21:0', 'Thursday': '6:0-21:0', 'Friday': '6:0-21:0', 'Saturday': '6:0-21:0', 'Sunday': '6:0-21:0'}",1.0,39.938269,-75.166936,Starbucks,19146,5.0,3.5,PA,,,,,,,,,u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,
107,2222 Cottman Ave,"{'WiFi': ""'free'"", 'OutdoorSeating': 'False', 'ByAppointmentOnly': 'False', 'RestaurantsTakeOut': 'True', 'BikeParking': 'False', 'DogsAllowed': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessAcceptsBitcoin': 'False', 'GoodForKids': 'True', 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'False', 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'DriveThru': 'False'}",Mhqq0BaP2CinaPiZCYWVOw,"Food, Bubble Tea, Coffee & Tea, Juice Bars & Smoothies",Philadelphia,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",1.0,40.0485579811,-75.0619283618,Kung Fu Tea,19149,88.0,3.0,PA,False,False,True,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",False,2,True,False,'free',,True,,,True,,,,,,,True,,False,,True,False,,,,,,,,,,
108,313 Market St,"{'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'False', 'WheelchairAccessible': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'False', 'Caters': 'False', 'BusinessAcceptsBitcoin': 'False', 'RestaurantsTakeOut': 'True'}",IQw4uJsiSzLenDFVnM-DLg,"Food, Coffee & Tea, Bakeries",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '7:0-19:0', 'Wednesday': '7:0-19:0', 'Thursday': '7:0-19:0', 'Friday': '7:0-20:0', 'Saturday': '8:0-20:0', 'Sunday': '9:0-15:0'}",0.0,39.9503831,-75.1461478,Swiss Haus Bakery,19106,45.0,4.0,PA,False,False,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",False,2,True,,u'free',,False,,,,,,,,,,False,,,,,False,,,,,,,,,,
109,1335 Frankford Ave,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'DogsAllowed': 'False', 'RestaurantsReservations': 'False', 'HasTV': 'False', 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'False', 'RestaurantsPriceRange2': '2', 'WiFi': ""'no'"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'Alcohol': ""u'beer_and_wine'"", 'WheelchairAccessible': 'True', 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"", 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""'casual'"", 'BusinessAcceptsBitcoin': 'False', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'None', 'RestaurantsDelivery': 'True'}",MlXH9dWYDFEBbwuGStlfZg,"Food, Cafes, Restaurants, Coffee & Tea, Breakfast & Brunch",Philadelphia,"{'Monday': '0:0-0:0', 'Tuesday': '7:0-18:0', 'Wednesday': '7:0-18:0', 'Thursday': '7:0-18:0', 'Friday': '7:0-18:0', 'Saturday': '8:0-18:0', 'Sunday': '7:0-18:0'}",1.0,39.9712343,-75.1342432,La Colombe Coffee,19125,509.0,4.5,PA,True,None,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,2,True,False,'no',u'beer_and_wine',False,True,"{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}",True,False,u'average','casual',False,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}",False,True,,,,False,False,,,,,,,,,,
110,630 N 2nd St,"{'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'HasTV': 'False', 'Alcohol': ""'none'"", 'Caters': 'True', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'ByAppointmentOnly': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}""}",MM_v-KIUJiXLCxnkIqPKWA,"Restaurants, Vegetarian, Vegan, Coffee & Tea, Food",Philadelphia,"{'Monday': '9:0-21:0', 'Tuesday': '9:0-21:0', 'Wednesday': '9:0-21:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-18:0'}",1.0,39.9616969288,-75.1412892166,Soy Cafe,19123,299.0,4.5,PA,True,True,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,1,True,False,u'free','none',True,True,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",True,False,u'average','casual',False,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,,,,,,,,,,,,,
